ref_area,ref_area.label,indicator.label,time,obs_value
AFG,Afghanistan,Youth labour force participation rate (%),2008,54.8651
AFG,Afghanistan,Youth labour force participation rate (%),2012,38.7726
AFG,Afghanistan,Youth labour force participation rate (%),2017,39.2646
AGO,Angola,Youth labour force participation rate (%),2004,47.2378
AGO,Angola,Youth labour force participation rate (%),2009,42.3608
AGO,Angola,Youth labour force participation rate (%),2011,57.6341
AGO,Angola,Youth labour force participation rate (%),2010,57.24
AGO,Angola,Youth labour force participation rate (%),2014,36.38
ALB,Albania,Youth labour force participation rate (%),2002,50.16
ALB,Albania,Youth labour force participation rate (%),2007,30.1525
ALB,Albania,Youth labour force participation rate (%),2008,33.0686
ALB,Albania,Youth labour force participation rate (%),2009,34.6289
ALB,Albania,Youth labour force participation rate (%),2010,33.6352
ALB,Albania,Youth labour force participation rate (%),2011,44.1021
ALB,Albania,Youth labour force participation rate (%),2012,36.2139
ALB,Albania,Youth labour force participation rate (%),2013,27.5694
ALB,Albania,Youth labour force participation rate (%),2014,29
ALB,Albania,Youth labour force participation rate (%),2015,31.34958552
ALB,Albania,Youth labour force participation rate (%),2017,31.8
AND,Andorra,Youth labour force participation rate (%),2007,52.85
AND,Andorra,Youth labour force participation rate (%),2008,46.14
AND,Andorra,Youth labour force participation rate (%),2006,58.03
ARE,United Arab Emirates,Youth labour force participation rate (%),2008,44.77
ARE,United Arab Emirates,Youth labour force participation rate (%),2016,51.74
ARE,United Arab Emirates,Youth labour force participation rate (%),2017,52.8469
ARE,United Arab Emirates,Youth labour force participation rate (%),2018,54.6043
ARE,United Arab Emirates,Youth labour force participation rate (%),2005,49.8
ARG,Argentina,Youth labour force participation rate (%),1995,52.26
ARG,Argentina,Youth labour force participation rate (%),2004,47.2736
ARG,Argentina,Youth labour force participation rate (%),2005,45.2602
ARG,Argentina,Youth labour force participation rate (%),2006,45.5044
ARG,Argentina,Youth labour force participation rate (%),2008,42.5518
ARG,Argentina,Youth labour force participation rate (%),2009,42.3864
ARG,Argentina,Youth labour force participation rate (%),2017,38.9556
ARG,Argentina,Youth labour force participation rate (%),2018,39.4061
ARG,Argentina,Youth labour force participation rate (%),2010,40.5199
ARG,Argentina,Youth labour force participation rate (%),2011,39.8848
ARG,Argentina,Youth labour force participation rate (%),2012,41.9975
ARG,Argentina,Youth labour force participation rate (%),2013,41.0734
ARG,Argentina,Youth labour force participation rate (%),2014,38.4467
ARG,Argentina,Youth labour force participation rate (%),1991,48.08
ARG,Argentina,Youth labour force participation rate (%),1990,54.2
ARM,Armenia,Youth labour force participation rate (%),1997,27.25
ARM,Armenia,Youth labour force participation rate (%),2008,33.2585
ARM,Armenia,Youth labour force participation rate (%),2014,37.5741
ARM,Armenia,Youth labour force participation rate (%),2015,39.471
ARM,Armenia,Youth labour force participation rate (%),2016,34.6521
ARM,Armenia,Youth labour force participation rate (%),2017,35.1179
ARM,Armenia,Youth labour force participation rate (%),2007,22.2976
ARM,Armenia,Youth labour force participation rate (%),2009,29.6
ARM,Armenia,Youth labour force participation rate (%),2010,37.2916
ARM,Armenia,Youth labour force participation rate (%),2011,39.3952
ARM,Armenia,Youth labour force participation rate (%),2012,32.6077
ARM,Armenia,Youth labour force participation rate (%),2013,39.6801
ATG,Antigua and Barbuda,Youth labour force participation rate (%),1991,56.72
ATG,Antigua and Barbuda,Youth labour force participation rate (%),2001,51.01
AUS,Australia,Youth labour force participation rate (%),1990,72.1036
AUS,Australia,Youth labour force participation rate (%),1991,69.6568
AUS,Australia,Youth labour force participation rate (%),1992,69.3864
AUS,Australia,Youth labour force participation rate (%),1993,68.7258
AUS,Australia,Youth labour force participation rate (%),1994,70.576
AUS,Australia,Youth labour force participation rate (%),1995,71.6404
AUS,Australia,Youth labour force participation rate (%),1996,71.6635
AUS,Australia,Youth labour force participation rate (%),1997,70.0599
AUS,Australia,Youth labour force participation rate (%),1998,69.8697
AUS,Australia,Youth labour force participation rate (%),1999,69.9245
AUS,Australia,Youth labour force participation rate (%),2000,70.1813
AUS,Australia,Youth labour force participation rate (%),2001,70.6712
AUS,Australia,Youth labour force participation rate (%),2002,69.9757
AUS,Australia,Youth labour force participation rate (%),2003,70.2218
AUS,Australia,Youth labour force participation rate (%),2004,70.1398
AUS,Australia,Youth labour force participation rate (%),2005,70.8102
AUS,Australia,Youth labour force participation rate (%),2006,70.8014
AUS,Australia,Youth labour force participation rate (%),2007,70.7603
AUS,Australia,Youth labour force participation rate (%),2008,70.7475
AUS,Australia,Youth labour force participation rate (%),2009,69.1003
AUS,Australia,Youth labour force participation rate (%),2010,68.4255
AUS,Australia,Youth labour force participation rate (%),2011,68.1392
AUS,Australia,Youth labour force participation rate (%),2012,67.5191
AUS,Australia,Youth labour force participation rate (%),2013,66.8228
AUS,Australia,Youth labour force participation rate (%),2014,66.5627
AUS,Australia,Youth labour force participation rate (%),2015,67.2641
AUS,Australia,Youth labour force participation rate (%),2016,66.7857
AUS,Australia,Youth labour force participation rate (%),2017,66.8944
AUS,Australia,Youth labour force participation rate (%),2018,67.8471
AUT,Austria,Youth labour force participation rate (%),1994,62.252
AUT,Austria,Youth labour force participation rate (%),1995,61.7429
AUT,Austria,Youth labour force participation rate (%),1996,59.6193
AUT,Austria,Youth labour force participation rate (%),1997,58.4123
AUT,Austria,Youth labour force participation rate (%),1998,58.5486
AUT,Austria,Youth labour force participation rate (%),1999,58.3668
AUT,Austria,Youth labour force participation rate (%),2000,56.0749
AUT,Austria,Youth labour force participation rate (%),2001,54.6842
AUT,Austria,Youth labour force participation rate (%),2002,55.7429
AUT,Austria,Youth labour force participation rate (%),2003,54.706
AUT,Austria,Youth labour force participation rate (%),2004,55.6518
AUT,Austria,Youth labour force participation rate (%),2005,58.0023
AUT,Austria,Youth labour force participation rate (%),2006,57.9282
AUT,Austria,Youth labour force participation rate (%),2007,59.4206
AUT,Austria,Youth labour force participation rate (%),2008,59.5161
AUT,Austria,Youth labour force participation rate (%),2009,59.5016
AUT,Austria,Youth labour force participation rate (%),2010,58.276
AUT,Austria,Youth labour force participation rate (%),2011,59.1959
AUT,Austria,Youth labour force participation rate (%),2012,59.2401
AUT,Austria,Youth labour force participation rate (%),2013,58.7749
AUT,Austria,Youth labour force participation rate (%),2014,58.0279
AUT,Austria,Youth labour force participation rate (%),2015,57.4279
AUT,Austria,Youth labour force participation rate (%),2016,57.4664
AUT,Austria,Youth labour force participation rate (%),2017,56.0862
AUT,Austria,Youth labour force participation rate (%),2018,56.6519
AUT,Austria,Youth labour force participation rate (%),1990,63.21
AUT,Austria,Youth labour force participation rate (%),1991,63.61
AUT,Austria,Youth labour force participation rate (%),1992,64.36
AUT,Austria,Youth labour force participation rate (%),1993,61.71
AZE,Azerbaijan,Youth labour force participation rate (%),2007,35.98
AZE,Azerbaijan,Youth labour force participation rate (%),2008,35.66
AZE,Azerbaijan,Youth labour force participation rate (%),1999,51.37
BDI,Burundi,Youth labour force participation rate (%),1998,70.68
BDI,Burundi,Youth labour force participation rate (%),2014,52.9
BDI,Burundi,Youth labour force participation rate (%),1990,81.63
BEL,Belgium,Youth labour force participation rate (%),1990,35.5432
BEL,Belgium,Youth labour force participation rate (%),1991,36.4814
BEL,Belgium,Youth labour force participation rate (%),1992,36.2135
BEL,Belgium,Youth labour force participation rate (%),1993,34.4084
BEL,Belgium,Youth labour force participation rate (%),1994,35.1931
BEL,Belgium,Youth labour force participation rate (%),1995,33.8788
BEL,Belgium,Youth labour force participation rate (%),1996,32.7662
BEL,Belgium,Youth labour force participation rate (%),1997,32.0326
BEL,Belgium,Youth labour force participation rate (%),1998,32.634
BEL,Belgium,Youth labour force participation rate (%),1999,32.8698
BEL,Belgium,Youth labour force participation rate (%),2000,35.7307
BEL,Belgium,Youth labour force participation rate (%),2001,33.6109
BEL,Belgium,Youth labour force participation rate (%),2002,33.8339
BEL,Belgium,Youth labour force participation rate (%),2003,33.5074
BEL,Belgium,Youth labour force participation rate (%),2004,34.0268
BEL,Belgium,Youth labour force participation rate (%),2005,35.0161
BEL,Belgium,Youth labour force participation rate (%),2006,34.6953
BEL,Belgium,Youth labour force participation rate (%),2007,33.8665
BEL,Belgium,Youth labour force participation rate (%),2008,33.4029
BEL,Belgium,Youth labour force participation rate (%),2009,32.4429
BEL,Belgium,Youth labour force participation rate (%),2010,32.5097
BEL,Belgium,Youth labour force participation rate (%),2011,31.9823
BEL,Belgium,Youth labour force participation rate (%),2012,31.479
BEL,Belgium,Youth labour force participation rate (%),2013,30.9887
BEL,Belgium,Youth labour force participation rate (%),2014,30.1949
BEL,Belgium,Youth labour force participation rate (%),2015,30.0024
BEL,Belgium,Youth labour force participation rate (%),2016,28.4582
BEL,Belgium,Youth labour force participation rate (%),2017,28.081
BEL,Belgium,Youth labour force participation rate (%),2018,29.626
BEN,Benin,Youth labour force participation rate (%),2001,45.34
BEN,Benin,Youth labour force participation rate (%),2010,40.58
BEN,Benin,Youth labour force participation rate (%),2011,43.0395
BEN,Benin,Youth labour force participation rate (%),1992,66.26
BEN,Benin,Youth labour force participation rate (%),2002,58.12
BFA,Burkina Faso,Youth labour force participation rate (%),1991,79.01
BFA,Burkina Faso,Youth labour force participation rate (%),2014,51.6438
BFA,Burkina Faso,Youth labour force participation rate (%),2006,65.94
BGD,Bangladesh,Youth labour force participation rate (%),1991,69.22
BGD,Bangladesh,Youth labour force participation rate (%),1996,62.63
BGD,Bangladesh,Youth labour force participation rate (%),2000,61.95
BGD,Bangladesh,Youth labour force participation rate (%),2003,51.61
BGD,Bangladesh,Youth labour force participation rate (%),2006,46.6204
BGD,Bangladesh,Youth labour force participation rate (%),2010,46.467
BGD,Bangladesh,Youth labour force participation rate (%),2013,45.417
BGD,Bangladesh,Youth labour force participation rate (%),2016,38.04
BGD,Bangladesh,Youth labour force participation rate (%),2017,40.4648
BGR,Bulgaria,Youth labour force participation rate (%),2000,30.675
BGR,Bulgaria,Youth labour force participation rate (%),2001,34.6627
BGR,Bulgaria,Youth labour force participation rate (%),2002,31.8369
BGR,Bulgaria,Youth labour force participation rate (%),2003,29.2284
BGR,Bulgaria,Youth labour force participation rate (%),2004,29.5035
BGR,Bulgaria,Youth labour force participation rate (%),2005,27.8686
BGR,Bulgaria,Youth labour force participation rate (%),2006,28.8667
BGR,Bulgaria,Youth labour force participation rate (%),2007,28.8932
BGR,Bulgaria,Youth labour force participation rate (%),2008,30.132
BGR,Bulgaria,Youth labour force participation rate (%),2009,29.5365
BGR,Bulgaria,Youth labour force participation rate (%),2010,31.1597
BGR,Bulgaria,Youth labour force participation rate (%),2011,29.4537
BGR,Bulgaria,Youth labour force participation rate (%),2012,30.4333
BGR,Bulgaria,Youth labour force participation rate (%),2013,29.644
BGR,Bulgaria,Youth labour force participation rate (%),2014,27.2136
BGR,Bulgaria,Youth labour force participation rate (%),2015,25.9597
BGR,Bulgaria,Youth labour force participation rate (%),2016,23.8867
BGR,Bulgaria,Youth labour force participation rate (%),2017,26.2985
BGR,Bulgaria,Youth labour force participation rate (%),2018,23.6877
BHR,Bahrain,Youth labour force participation rate (%),2004,38.98
BHR,Bahrain,Youth labour force participation rate (%),1991,43.3
BHR,Bahrain,Youth labour force participation rate (%),2001,41.54
BHR,Bahrain,Youth labour force participation rate (%),2010,41.02
BHR,Bahrain,Youth labour force participation rate (%),2011,39.34
BHR,Bahrain,Youth labour force participation rate (%),2015,43.14
BHS,Bahamas,Youth labour force participation rate (%),1994,57.77
BHS,Bahamas,Youth labour force participation rate (%),1998,54.84
BHS,Bahamas,Youth labour force participation rate (%),1990,57.73
BIH,Bosnia and Herzegovina,Youth labour force participation rate (%),2006,33.0933
BIH,Bosnia and Herzegovina,Youth labour force participation rate (%),2007,33.0611
BIH,Bosnia and Herzegovina,Youth labour force participation rate (%),2008,32.8541
BIH,Bosnia and Herzegovina,Youth labour force participation rate (%),2009,32.2688
BIH,Bosnia and Herzegovina,Youth labour force participation rate (%),2010,32.6857
BIH,Bosnia and Herzegovina,Youth labour force participation rate (%),2011,31.2021
BIH,Bosnia and Herzegovina,Youth labour force participation rate (%),2012,29.2452
BIH,Bosnia and Herzegovina,Youth labour force participation rate (%),2013,28.1171
BIH,Bosnia and Herzegovina,Youth labour force participation rate (%),2014,29.0038
BIH,Bosnia and Herzegovina,Youth labour force participation rate (%),2015,32.103
BIH,Bosnia and Herzegovina,Youth labour force participation rate (%),2016,30.2067
BIH,Bosnia and Herzegovina,Youth labour force participation rate (%),2017,32.1887
BIH,Bosnia and Herzegovina,Youth labour force participation rate (%),2018,32.1143
BIH,Bosnia and Herzegovina,Youth labour force participation rate (%),2019,34.8786
BLR,Belarus,Youth labour force participation rate (%),1999,44.74
BLZ,Belize,Youth labour force participation rate (%),1994,46.77
BLZ,Belize,Youth labour force participation rate (%),2012,53.18
BLZ,Belize,Youth labour force participation rate (%),2013,46.0158
BLZ,Belize,Youth labour force participation rate (%),2014,47.9406
BLZ,Belize,Youth labour force participation rate (%),2015,46.1302
BLZ,Belize,Youth labour force participation rate (%),2016,46.3719
BLZ,Belize,Youth labour force participation rate (%),2017,46.9305
BOL,Bolivia,Youth labour force participation rate (%),1995,45.41
BOL,Bolivia,Youth labour force participation rate (%),1996,44.1
BOL,Bolivia,Youth labour force participation rate (%),1997,52.76
BOL,Bolivia,Youth labour force participation rate (%),2000,51.6
BOL,Bolivia,Youth labour force participation rate (%),2016,43.5393
BOL,Bolivia,Youth labour force participation rate (%),2017,44.5359
BOL,Bolivia,Youth labour force participation rate (%),2018,49.6055
BOL,Bolivia,Youth labour force participation rate (%),2005,49.2257
BOL,Bolivia,Youth labour force participation rate (%),2006,54.7756
BOL,Bolivia,Youth labour force participation rate (%),2007,51.7965
BOL,Bolivia,Youth labour force participation rate (%),2008,51.0818
BOL,Bolivia,Youth labour force participation rate (%),2009,50.6691
BOL,Bolivia,Youth labour force participation rate (%),2011,52.565
BOL,Bolivia,Youth labour force participation rate (%),2012,44.8356
BOL,Bolivia,Youth labour force participation rate (%),2013,46.0493
BOL,Bolivia,Youth labour force participation rate (%),2014,51.396
BOL,Bolivia,Youth labour force participation rate (%),2015,44.0626
BOL,Bolivia,Youth labour force participation rate (%),1992,49.45
BOL,Bolivia,Youth labour force participation rate (%),1990,44.76
BRA,Brazil,Youth labour force participation rate (%),2012,56.1888
BRA,Brazil,Youth labour force participation rate (%),2013,54.9089
BRA,Brazil,Youth labour force participation rate (%),2014,53.8332
BRA,Brazil,Youth labour force participation rate (%),2015,53.7955
BRA,Brazil,Youth labour force participation rate (%),2016,54.0746
BRA,Brazil,Youth labour force participation rate (%),2017,54.9995
BRA,Brazil,Youth labour force participation rate (%),2018,55.2582
BRA,Brazil,Youth labour force participation rate (%),1995,63.645
BRA,Brazil,Youth labour force participation rate (%),1996,61.2717
BRA,Brazil,Youth labour force participation rate (%),1997,61.7722
BRA,Brazil,Youth labour force participation rate (%),1998,61.792
BRA,Brazil,Youth labour force participation rate (%),1999,62.0302
BRA,Brazil,Youth labour force participation rate (%),2001,61.4191
BRA,Brazil,Youth labour force participation rate (%),2002,62.5398
BRA,Brazil,Youth labour force participation rate (%),2003,62.2907
BRA,Brazil,Youth labour force participation rate (%),2004,63.502
BRA,Brazil,Youth labour force participation rate (%),2005,64.9222
BRA,Brazil,Youth labour force participation rate (%),2006,63.4337
BRA,Brazil,Youth labour force participation rate (%),2007,63.1582
BRA,Brazil,Youth labour force participation rate (%),2008,62.6995
BRA,Brazil,Youth labour force participation rate (%),2009,62.2874
BRA,Brazil,Youth labour force participation rate (%),2011,58.7435
BRA,Brazil,Youth labour force participation rate (%),1991,63.95
BRB,Barbados,Youth labour force participation rate (%),1990,65.07
BRB,Barbados,Youth labour force participation rate (%),1991,60.62
BRB,Barbados,Youth labour force participation rate (%),1992,62.14
BRB,Barbados,Youth labour force participation rate (%),1994,62.89
BRB,Barbados,Youth labour force participation rate (%),1995,64.65
BRB,Barbados,Youth labour force participation rate (%),1996,64.35
BRB,Barbados,Youth labour force participation rate (%),1997,61.86
BRB,Barbados,Youth labour force participation rate (%),2003,57.06
BRB,Barbados,Youth labour force participation rate (%),2004,57.66
BRB,Barbados,Youth labour force participation rate (%),2011,52.96
BRB,Barbados,Youth labour force participation rate (%),2012,47.17
BRB,Barbados,Youth labour force participation rate (%),2013,47.2
BRB,Barbados,Youth labour force participation rate (%),2014,46.32
BRB,Barbados,Youth labour force participation rate (%),2015,44.18
BRB,Barbados,Youth labour force participation rate (%),2016,45.51
BRN,Brunei Darussalam,Youth labour force participation rate (%),2014,36.4127
BRN,Brunei Darussalam,Youth labour force participation rate (%),2017,39.2913
BRN,Brunei Darussalam,Youth labour force participation rate (%),1991,47.03
BRN,Brunei Darussalam,Youth labour force participation rate (%),2001,49.25
BTN,Bhutan,Youth labour force participation rate (%),2009,48.6
BTN,Bhutan,Youth labour force participation rate (%),2010,40.38
BTN,Bhutan,Youth labour force participation rate (%),2011,37.97
BTN,Bhutan,Youth labour force participation rate (%),2012,32.31
BTN,Bhutan,Youth labour force participation rate (%),2014,26.91
BTN,Bhutan,Youth labour force participation rate (%),2015,29.62
BTN,Bhutan,Youth labour force participation rate (%),2005,47.71
BWA,Botswana,Youth labour force participation rate (%),1996,34.39
BWA,Botswana,Youth labour force participation rate (%),1998,41.2
BWA,Botswana,Youth labour force participation rate (%),2000,38.93
BWA,Botswana,Youth labour force participation rate (%),2006,43.64
BWA,Botswana,Youth labour force participation rate (%),2009,39.3359
BWA,Botswana,Youth labour force participation rate (%),2010,38.43
BWA,Botswana,Youth labour force participation rate (%),2013,46.2
BWA,Botswana,Youth labour force participation rate (%),1991,45.61
BWA,Botswana,Youth labour force participation rate (%),2001,37.63
CAN,Canada,Youth labour force participation rate (%),1990,69.9169
CAN,Canada,Youth labour force participation rate (%),1991,68.1251
CAN,Canada,Youth labour force participation rate (%),1992,66.1559
CAN,Canada,Youth labour force participation rate (%),1993,64.4301
CAN,Canada,Youth labour force participation rate (%),1994,63.9191
CAN,Canada,Youth labour force participation rate (%),1995,63.1587
CAN,Canada,Youth labour force participation rate (%),1996,62.2416
CAN,Canada,Youth labour force participation rate (%),1997,61.4695
CAN,Canada,Youth labour force participation rate (%),1998,61.8113
CAN,Canada,Youth labour force participation rate (%),1999,63.4627
CAN,Canada,Youth labour force participation rate (%),2000,64.3921
CAN,Canada,Youth labour force participation rate (%),2001,64.6633
CAN,Canada,Youth labour force participation rate (%),2002,66.5307
CAN,Canada,Youth labour force participation rate (%),2003,67.334
CAN,Canada,Youth labour force participation rate (%),2004,66.8441
CAN,Canada,Youth labour force participation rate (%),2005,65.8704
CAN,Canada,Youth labour force participation rate (%),2006,66.2379
CAN,Canada,Youth labour force participation rate (%),2007,66.98
CAN,Canada,Youth labour force participation rate (%),2008,67.3447
CAN,Canada,Youth labour force participation rate (%),2009,65.3387
CAN,Canada,Youth labour force participation rate (%),2010,64.4914
CAN,Canada,Youth labour force participation rate (%),2011,64.5171
CAN,Canada,Youth labour force participation rate (%),2012,63.5118
CAN,Canada,Youth labour force participation rate (%),2013,63.8303
CAN,Canada,Youth labour force participation rate (%),2014,64.1957
CAN,Canada,Youth labour force participation rate (%),2015,64.2361
CAN,Canada,Youth labour force participation rate (%),2016,63.7297
CAN,Canada,Youth labour force participation rate (%),2017,63.9134
CAN,Canada,Youth labour force participation rate (%),2018,63.3388
CHE,Switzerland,Youth labour force participation rate (%),1991,71.605
CHE,Switzerland,Youth labour force participation rate (%),1992,70.749
CHE,Switzerland,Youth labour force participation rate (%),1993,72.504
CHE,Switzerland,Youth labour force participation rate (%),1994,67.975
CHE,Switzerland,Youth labour force participation rate (%),1995,66.192
CHE,Switzerland,Youth labour force participation rate (%),1996,67.8433
CHE,Switzerland,Youth labour force participation rate (%),1997,67.2832
CHE,Switzerland,Youth labour force participation rate (%),1998,67.4312
CHE,Switzerland,Youth labour force participation rate (%),1999,68.9741
CHE,Switzerland,Youth labour force participation rate (%),2000,68.422
CHE,Switzerland,Youth labour force participation rate (%),2001,67.7661
CHE,Switzerland,Youth labour force participation rate (%),2002,69.2633
CHE,Switzerland,Youth labour force participation rate (%),2003,69.353
CHE,Switzerland,Youth labour force participation rate (%),2004,67.0569
CHE,Switzerland,Youth labour force participation rate (%),2005,65.6555
CHE,Switzerland,Youth labour force participation rate (%),2006,68.6182
CHE,Switzerland,Youth labour force participation rate (%),2007,67.4052
CHE,Switzerland,Youth labour force participation rate (%),2008,67.1323
CHE,Switzerland,Youth labour force participation rate (%),2009,67.2956
CHE,Switzerland,Youth labour force participation rate (%),2010,68.114
CHE,Switzerland,Youth labour force participation rate (%),2011,68.5359
CHE,Switzerland,Youth labour force participation rate (%),2012,67.5839
CHE,Switzerland,Youth labour force participation rate (%),2013,68.0112
CHE,Switzerland,Youth labour force participation rate (%),2014,67.9042
CHE,Switzerland,Youth labour force participation rate (%),2015,67.5185
CHE,Switzerland,Youth labour force participation rate (%),2016,68.3549
CHE,Switzerland,Youth labour force participation rate (%),2017,68.669
CHE,Switzerland,Youth labour force participation rate (%),2018,67.9902
CHE,Switzerland,Youth labour force participation rate (%),1990,69.15
CHL,Chile,Youth labour force participation rate (%),1990,39
CHL,Chile,Youth labour force participation rate (%),1991,37.69
CHL,Chile,Youth labour force participation rate (%),1992,38.62
CHL,Chile,Youth labour force participation rate (%),1993,41.18
CHL,Chile,Youth labour force participation rate (%),1994,41.68
CHL,Chile,Youth labour force participation rate (%),1995,39.08
CHL,Chile,Youth labour force participation rate (%),1996,43.596
CHL,Chile,Youth labour force participation rate (%),1997,42.946
CHL,Chile,Youth labour force participation rate (%),1998,41.353
CHL,Chile,Youth labour force participation rate (%),1999,40.359
CHL,Chile,Youth labour force participation rate (%),2000,38.557
CHL,Chile,Youth labour force participation rate (%),2001,37.063
CHL,Chile,Youth labour force participation rate (%),2002,36.311
CHL,Chile,Youth labour force participation rate (%),2003,36.084
CHL,Chile,Youth labour force participation rate (%),2004,36.351
CHL,Chile,Youth labour force participation rate (%),2005,36.2
CHL,Chile,Youth labour force participation rate (%),2006,36.618
CHL,Chile,Youth labour force participation rate (%),2007,37.145
CHL,Chile,Youth labour force participation rate (%),2008,39.537
CHL,Chile,Youth labour force participation rate (%),2009,38.429
CHL,Chile,Youth labour force participation rate (%),2010,37.6963
CHL,Chile,Youth labour force participation rate (%),2011,38.5955
CHL,Chile,Youth labour force participation rate (%),2012,37.3241
CHL,Chile,Youth labour force participation rate (%),2013,36.5159
CHL,Chile,Youth labour force participation rate (%),2014,36.239
CHL,Chile,Youth labour force participation rate (%),2015,35.9844
CHL,Chile,Youth labour force participation rate (%),2016,34.7304
CHL,Chile,Youth labour force participation rate (%),2017,34.1967
CHL,Chile,Youth labour force participation rate (%),2018,33.6614
CHN,China,Youth labour force participation rate (%),1990,78.29
CHN,China,Youth labour force participation rate (%),2000,67.92
CHN,China,Youth labour force participation rate (%),2010,57.38
CIV,Côte d'Ivoire,Youth labour force participation rate (%),2012,50.9859
CIV,Côte d'Ivoire,Youth labour force participation rate (%),2013,50.8708
CIV,Côte d'Ivoire,Youth labour force participation rate (%),2016,36.1925
CIV,Côte d'Ivoire,Youth labour force participation rate (%),2017,29.2509
CIV,Côte d'Ivoire,Youth labour force participation rate (%),1998,51.57
CMR,Cameroon,Youth labour force participation rate (%),2010,56.92
CMR,Cameroon,Youth labour force participation rate (%),2007,67.2121
CMR,Cameroon,Youth labour force participation rate (%),2014,48.5152
COD,"Congo, Democratic Republic of the",Youth labour force participation rate (%),2005,45.1692
COD,"Congo, Democratic Republic of the",Youth labour force participation rate (%),2012,35.9433
COG,Congo,Youth labour force participation rate (%),2005,42.4976
COL,Colombia,Youth labour force participation rate (%),2001,57.128
COL,Colombia,Youth labour force participation rate (%),2002,57.397
COL,Colombia,Youth labour force participation rate (%),2003,57.705
COL,Colombia,Youth labour force participation rate (%),2004,54.798
COL,Colombia,Youth labour force participation rate (%),2005,53.212
COL,Colombia,Youth labour force participation rate (%),2007,48.808
COL,Colombia,Youth labour force participation rate (%),2008,48.327
COL,Colombia,Youth labour force participation rate (%),2009,52.137
COL,Colombia,Youth labour force participation rate (%),2010,52.8382
COL,Colombia,Youth labour force participation rate (%),2011,54.076
COL,Colombia,Youth labour force participation rate (%),2012,55.4361
COL,Colombia,Youth labour force participation rate (%),2013,54.298
COL,Colombia,Youth labour force participation rate (%),2014,54.2783
COL,Colombia,Youth labour force participation rate (%),2015,54.5821
COL,Colombia,Youth labour force participation rate (%),2016,53.554
COL,Colombia,Youth labour force participation rate (%),2017,53.1414
COL,Colombia,Youth labour force participation rate (%),2018,52.656
COL,Colombia,Youth labour force participation rate (%),1993,43.74
COM,Comoros,Youth labour force participation rate (%),2004,15.7063
COM,Comoros,Youth labour force participation rate (%),2014,14.6777
CPV,Cape Verde,Youth labour force participation rate (%),2015,45.3723
CPV,Cape Verde,Youth labour force participation rate (%),2017,35.78
CPV,Cape Verde,Youth labour force participation rate (%),2018,32.6
CPV,Cape Verde,Youth labour force participation rate (%),1990,63.5
CRI,Costa Rica,Youth labour force participation rate (%),2011,43.3108
CRI,Costa Rica,Youth labour force participation rate (%),2012,47.9679
CRI,Costa Rica,Youth labour force participation rate (%),2013,47.4171
CRI,Costa Rica,Youth labour force participation rate (%),2014,47.738
CRI,Costa Rica,Youth labour force participation rate (%),2015,45.4802
CRI,Costa Rica,Youth labour force participation rate (%),2016,42.278
CRI,Costa Rica,Youth labour force participation rate (%),2017,42.3857
CRI,Costa Rica,Youth labour force participation rate (%),2018,45.2209
CRI,Costa Rica,Youth labour force participation rate (%),1990,54.869
CRI,Costa Rica,Youth labour force participation rate (%),1991,53.487
CRI,Costa Rica,Youth labour force participation rate (%),1992,51.746
CRI,Costa Rica,Youth labour force participation rate (%),1993,53.169
CRI,Costa Rica,Youth labour force participation rate (%),1994,52.397
CRI,Costa Rica,Youth labour force participation rate (%),1995,53.258
CRI,Costa Rica,Youth labour force participation rate (%),1996,49.335
CRI,Costa Rica,Youth labour force participation rate (%),1997,50.826
CRI,Costa Rica,Youth labour force participation rate (%),1998,53.598
CRI,Costa Rica,Youth labour force participation rate (%),1999,51.246
CRI,Costa Rica,Youth labour force participation rate (%),2000,50.377
CRI,Costa Rica,Youth labour force participation rate (%),2001,51.856
CRI,Costa Rica,Youth labour force participation rate (%),2002,50.123
CRI,Costa Rica,Youth labour force participation rate (%),2003,51.197
CRI,Costa Rica,Youth labour force participation rate (%),2004,48.21
CRI,Costa Rica,Youth labour force participation rate (%),2005,49.131
CRI,Costa Rica,Youth labour force participation rate (%),2006,49.758
CRI,Costa Rica,Youth labour force participation rate (%),2007,51.914
CRI,Costa Rica,Youth labour force participation rate (%),2008,49.721
CRI,Costa Rica,Youth labour force participation rate (%),2009,47.688
CRI,Costa Rica,Youth labour force participation rate (%),2010,44.6468
CUB,Cuba,Youth labour force participation rate (%),2004,32.85
CUB,Cuba,Youth labour force participation rate (%),2006,34.27
CUB,Cuba,Youth labour force participation rate (%),2007,37.4
CUB,Cuba,Youth labour force participation rate (%),2008,38.46
CUB,Cuba,Youth labour force participation rate (%),2009,41.41
CUB,Cuba,Youth labour force participation rate (%),2010,41.69
CUW,Curaçao,Youth labour force participation rate (%),2011,30.51
CUW,Curaçao,Youth labour force participation rate (%),2013,37.24
CUW,Curaçao,Youth labour force participation rate (%),2014,24.98
CUW,Curaçao,Youth labour force participation rate (%),2015,28.73
CUW,Curaçao,Youth labour force participation rate (%),2018,29.84
CYP,Cyprus,Youth labour force participation rate (%),2000,40.8398
CYP,Cyprus,Youth labour force participation rate (%),2001,42.4474
CYP,Cyprus,Youth labour force participation rate (%),2002,39.7387
CYP,Cyprus,Youth labour force participation rate (%),2003,41.1594
CYP,Cyprus,Youth labour force participation rate (%),2004,40.8871
