ref_area,ref_area.label,indicator.label,time,obs_value
IDN,Indonesia,Youth labour force participation rate (%),1997,50.66
IDN,Indonesia,Youth labour force participation rate (%),1999,54.02
IDN,Indonesia,Youth labour force participation rate (%),2000,51.8016
IDN,Indonesia,Youth labour force participation rate (%),2001,50.6668
IDN,Indonesia,Youth labour force participation rate (%),2002,50.0524
IDN,Indonesia,Youth labour force participation rate (%),2003,49.2765
IDN,Indonesia,Youth labour force participation rate (%),2004,50.4119
IDN,Indonesia,Youth labour force participation rate (%),2005,47.6138
IDN,Indonesia,Youth labour force participation rate (%),2006,48.6144
IDN,Indonesia,Youth labour force participation rate (%),2007,50.5656
IDN,Indonesia,Youth labour force participation rate (%),2008,49.3667
IDN,Indonesia,Youth labour force participation rate (%),2009,48.0509
IDN,Indonesia,Youth labour force participation rate (%),2010,47.1255
IDN,Indonesia,Youth labour force participation rate (%),2011,46.7692
IDN,Indonesia,Youth labour force participation rate (%),2012,48.0685
IDN,Indonesia,Youth labour force participation rate (%),2013,47.057
IDN,Indonesia,Youth labour force participation rate (%),2014,45.8792
IDN,Indonesia,Youth labour force participation rate (%),2015,46.3005
IDN,Indonesia,Youth labour force participation rate (%),2016,46.2637
IDN,Indonesia,Youth labour force participation rate (%),2017,47.0795
IDN,Indonesia,Youth labour force participation rate (%),2018,47.7408
IDN,Indonesia,Youth labour force participation rate (%),1990,50.03
IND,India,Youth labour force participation rate (%),2018,26.5781
IND,India,Youth labour force participation rate (%),1994,46.3258
IND,India,Youth labour force participation rate (%),2000,44.2999
IND,India,Youth labour force participation rate (%),2005,43.7582
IND,India,Youth labour force participation rate (%),2010,35.2876
IND,India,Youth labour force participation rate (%),2012,32.1868
IND,India,Youth labour force participation rate (%),1991,44.64
IND,India,Youth labour force participation rate (%),2001,42.43
IRL,Ireland,Youth labour force participation rate (%),1990,49.9437
IRL,Ireland,Youth labour force participation rate (%),1991,49.0375
IRL,Ireland,Youth labour force participation rate (%),1992,46.0391
IRL,Ireland,Youth labour force participation rate (%),1993,46.6867
IRL,Ireland,Youth labour force participation rate (%),1994,46.3757
IRL,Ireland,Youth labour force participation rate (%),1995,44.9556
IRL,Ireland,Youth labour force participation rate (%),1996,43.4688
IRL,Ireland,Youth labour force participation rate (%),1997,45.5723
IRL,Ireland,Youth labour force participation rate (%),1998,48.5018
IRL,Ireland,Youth labour force participation rate (%),1999,50.5944
IRL,Ireland,Youth labour force participation rate (%),2000,51.4314
IRL,Ireland,Youth labour force participation rate (%),2001,49.8601
IRL,Ireland,Youth labour force participation rate (%),2002,48.734
IRL,Ireland,Youth labour force participation rate (%),2003,49.4184
IRL,Ireland,Youth labour force participation rate (%),2004,48.8802
IRL,Ireland,Youth labour force participation rate (%),2005,53.2828
IRL,Ireland,Youth labour force participation rate (%),2006,54.9902
IRL,Ireland,Youth labour force participation rate (%),2007,69.3718
IRL,Ireland,Youth labour force participation rate (%),2008,65.9637
IRL,Ireland,Youth labour force participation rate (%),2009,60.0593
IRL,Ireland,Youth labour force participation rate (%),2010,53.862
IRL,Ireland,Youth labour force participation rate (%),2011,51.3694
IRL,Ireland,Youth labour force participation rate (%),2012,50.2729
IRL,Ireland,Youth labour force participation rate (%),2013,49.89
IRL,Ireland,Youth labour force participation rate (%),2014,48.0549
IRL,Ireland,Youth labour force participation rate (%),2015,47.4234
IRL,Ireland,Youth labour force participation rate (%),2016,50.4621
IRL,Ireland,Youth labour force participation rate (%),2017,46.6856
IRL,Ireland,Youth labour force participation rate (%),2018,46.7205
IRN,"Iran, Islamic Republic of",Youth labour force participation rate (%),2005,35.14
IRN,"Iran, Islamic Republic of",Youth labour force participation rate (%),2007,31.57
IRN,"Iran, Islamic Republic of",Youth labour force participation rate (%),2008,29.2
IRN,"Iran, Islamic Republic of",Youth labour force participation rate (%),2009,29.62
IRN,"Iran, Islamic Republic of",Youth labour force participation rate (%),2010,29.26
IRN,"Iran, Islamic Republic of",Youth labour force participation rate (%),2014,24.65
IRN,"Iran, Islamic Republic of",Youth labour force participation rate (%),2015,25.07
IRN,"Iran, Islamic Republic of",Youth labour force participation rate (%),2016,26.62
IRN,"Iran, Islamic Republic of",Youth labour force participation rate (%),2017,27.78
IRN,"Iran, Islamic Republic of",Youth labour force participation rate (%),2018,27.25
IRN,"Iran, Islamic Republic of",Youth labour force participation rate (%),1991,37.27
IRN,"Iran, Islamic Republic of",Youth labour force participation rate (%),1996,30.73
IRQ,Iraq,Youth labour force participation rate (%),2007,31.4213
IRQ,Iraq,Youth labour force participation rate (%),2012,29.9617
IRQ,Iraq,Youth labour force participation rate (%),2014,31.06
IRQ,Iraq,Youth labour force participation rate (%),2016,29.12
IRQ,Iraq,Youth labour force participation rate (%),2017,27.4
IRQ,Iraq,Youth labour force participation rate (%),1997,36.04
ISL,Iceland,Youth labour force participation rate (%),1991,59.486
ISL,Iceland,Youth labour force participation rate (%),1992,60.486
ISL,Iceland,Youth labour force participation rate (%),1993,58.161
ISL,Iceland,Youth labour force participation rate (%),1994,58.477
ISL,Iceland,Youth labour force participation rate (%),1995,70.3389
ISL,Iceland,Youth labour force participation rate (%),1996,65.8409
ISL,Iceland,Youth labour force participation rate (%),1997,65.9149
ISL,Iceland,Youth labour force participation rate (%),1998,72.0938
ISL,Iceland,Youth labour force participation rate (%),1999,71.7717
ISL,Iceland,Youth labour force participation rate (%),2000,77.2969
ISL,Iceland,Youth labour force participation rate (%),2001,79.919
ISL,Iceland,Youth labour force participation rate (%),2002,71.3785
ISL,Iceland,Youth labour force participation rate (%),2003,80.3997
ISL,Iceland,Youth labour force participation rate (%),2004,79.3257
ISL,Iceland,Youth labour force participation rate (%),2005,76.0937
ISL,Iceland,Youth labour force participation rate (%),2006,78.6265
ISL,Iceland,Youth labour force participation rate (%),2007,79.8753
ISL,Iceland,Youth labour force participation rate (%),2008,78.1489
ISL,Iceland,Youth labour force participation rate (%),2009,73.11
ISL,Iceland,Youth labour force participation rate (%),2010,73.6692
ISL,Iceland,Youth labour force participation rate (%),2011,73.079
ISL,Iceland,Youth labour force participation rate (%),2012,75.6795
ISL,Iceland,Youth labour force participation rate (%),2013,78.0088
ISL,Iceland,Youth labour force participation rate (%),2014,78.1856
ISL,Iceland,Youth labour force participation rate (%),2015,80.1824
ISL,Iceland,Youth labour force participation rate (%),2016,83.0206
ISL,Iceland,Youth labour force participation rate (%),2017,82.2689
ISL,Iceland,Youth labour force participation rate (%),2018,80.3022
ISR,Israel,Youth labour force participation rate (%),1990,53.781
ISR,Israel,Youth labour force participation rate (%),1991,55.182
ISR,Israel,Youth labour force participation rate (%),1992,56.181
ISR,Israel,Youth labour force participation rate (%),1993,60.194
ISR,Israel,Youth labour force participation rate (%),1994,61.837
ISR,Israel,Youth labour force participation rate (%),1995,61.688
ISR,Israel,Youth labour force participation rate (%),1996,60.262
ISR,Israel,Youth labour force participation rate (%),1997,59.216
ISR,Israel,Youth labour force participation rate (%),1998,57.22
ISR,Israel,Youth labour force participation rate (%),1999,57.023
ISR,Israel,Youth labour force participation rate (%),2000,58.344
ISR,Israel,Youth labour force participation rate (%),2001,57.432
ISR,Israel,Youth labour force participation rate (%),2002,53.428
ISR,Israel,Youth labour force participation rate (%),2003,53.596
ISR,Israel,Youth labour force participation rate (%),2004,54.445
ISR,Israel,Youth labour force participation rate (%),2005,55.77
ISR,Israel,Youth labour force participation rate (%),2006,56.224
ISR,Israel,Youth labour force participation rate (%),2007,55.573
ISR,Israel,Youth labour force participation rate (%),2008,53.969
ISR,Israel,Youth labour force participation rate (%),2009,52.739
ISR,Israel,Youth labour force participation rate (%),2010,52.682
ISR,Israel,Youth labour force participation rate (%),2011,50.435
ISR,Israel,Youth labour force participation rate (%),2012,49.508
ISR,Israel,Youth labour force participation rate (%),2013,49.61
ISR,Israel,Youth labour force participation rate (%),2014,49.729
ISR,Israel,Youth labour force participation rate (%),2015,48.968
ISR,Israel,Youth labour force participation rate (%),2016,48.478
ISR,Israel,Youth labour force participation rate (%),2017,48.289
ISR,Israel,Youth labour force participation rate (%),2018,47.07
ITA,Italy,Youth labour force participation rate (%),1990,46.8363
ITA,Italy,Youth labour force participation rate (%),1991,46.1338
ITA,Italy,Youth labour force participation rate (%),1992,42.0944
ITA,Italy,Youth labour force participation rate (%),1993,41.0929
ITA,Italy,Youth labour force participation rate (%),1994,38.9893
ITA,Italy,Youth labour force participation rate (%),1995,38.7262
ITA,Italy,Youth labour force participation rate (%),1996,38.6556
ITA,Italy,Youth labour force participation rate (%),1997,38.3021
ITA,Italy,Youth labour force participation rate (%),1998,38.4102
ITA,Italy,Youth labour force participation rate (%),1999,38.0923
ITA,Italy,Youth labour force participation rate (%),2000,38.0645
ITA,Italy,Youth labour force participation rate (%),2001,36.2828
ITA,Italy,Youth labour force participation rate (%),2002,35.2699
ITA,Italy,Youth labour force participation rate (%),2003,34.6344
ITA,Italy,Youth labour force participation rate (%),2004,36.7068
ITA,Italy,Youth labour force participation rate (%),2005,33.8459
ITA,Italy,Youth labour force participation rate (%),2006,32.3475
ITA,Italy,Youth labour force participation rate (%),2007,30.8235
ITA,Italy,Youth labour force participation rate (%),2008,30.7459
ITA,Italy,Youth labour force participation rate (%),2009,28.845
ITA,Italy,Youth labour force participation rate (%),2010,28.0848
ITA,Italy,Youth labour force participation rate (%),2011,27.1106
ITA,Italy,Youth labour force participation rate (%),2012,28.5561
ITA,Italy,Youth labour force participation rate (%),2013,27.1405
ITA,Italy,Youth labour force participation rate (%),2014,27.1424
ITA,Italy,Youth labour force participation rate (%),2015,26.1865
ITA,Italy,Youth labour force participation rate (%),2016,26.6067
ITA,Italy,Youth labour force participation rate (%),2017,26.1774
ITA,Italy,Youth labour force participation rate (%),2018,26.0756
JAM,Jamaica,Youth labour force participation rate (%),1990,54.35
JAM,Jamaica,Youth labour force participation rate (%),1994,49.77
JAM,Jamaica,Youth labour force participation rate (%),1998,46.79
JAM,Jamaica,Youth labour force participation rate (%),2003,40.21
JAM,Jamaica,Youth labour force participation rate (%),2004,39.44
JAM,Jamaica,Youth labour force participation rate (%),2012,33.6167
JAM,Jamaica,Youth labour force participation rate (%),2013,34.724
JAM,Jamaica,Youth labour force participation rate (%),2014,33.295
JAM,Jamaica,Youth labour force participation rate (%),2015,34.0452
JAM,Jamaica,Youth labour force participation rate (%),2016,36.6589
JAM,Jamaica,Youth labour force participation rate (%),2017,36.4782
JAM,Jamaica,Youth labour force participation rate (%),2018,34.1819
JAM,Jamaica,Youth labour force participation rate (%),1991,45.09
JPN,Japan,Youth labour force participation rate (%),1990,44.1
JPN,Japan,Youth labour force participation rate (%),1991,45.4
JPN,Japan,Youth labour force participation rate (%),1992,46.6
JPN,Japan,Youth labour force participation rate (%),1993,47.1
JPN,Japan,Youth labour force participation rate (%),1994,47.6
JPN,Japan,Youth labour force participation rate (%),1995,47.7
JPN,Japan,Youth labour force participation rate (%),1996,48.3
JPN,Japan,Youth labour force participation rate (%),1997,48.5
JPN,Japan,Youth labour force participation rate (%),1998,48.3
JPN,Japan,Youth labour force participation rate (%),1999,47.3
JPN,Japan,Youth labour force participation rate (%),2000,47.1
JPN,Japan,Youth labour force participation rate (%),2001,46.5
JPN,Japan,Youth labour force participation rate (%),2002,45.5
JPN,Japan,Youth labour force participation rate (%),2003,44.9
JPN,Japan,Youth labour force participation rate (%),2004,44.3
JPN,Japan,Youth labour force participation rate (%),2005,44.7
JPN,Japan,Youth labour force participation rate (%),2006,44.9
JPN,Japan,Youth labour force participation rate (%),2007,44.9
JPN,Japan,Youth labour force participation rate (%),2008,44.7
JPN,Japan,Youth labour force participation rate (%),2009,43.8
JPN,Japan,Youth labour force participation rate (%),2010,43.2
JPN,Japan,Youth labour force participation rate (%),2011,42.56
JPN,Japan,Youth labour force participation rate (%),2012,41.9
JPN,Japan,Youth labour force participation rate (%),2013,42.6
JPN,Japan,Youth labour force participation rate (%),2014,43
JPN,Japan,Youth labour force participation rate (%),2015,43
JPN,Japan,Youth labour force participation rate (%),2016,44.8
JPN,Japan,Youth labour force participation rate (%),2017,44.6
JPN,Japan,Youth labour force participation rate (%),2018,47.6
KAZ,Kazakhstan,Youth labour force participation rate (%),2002,51.09
KAZ,Kazakhstan,Youth labour force participation rate (%),2003,50.57
KAZ,Kazakhstan,Youth labour force participation rate (%),2004,49.49
KAZ,Kazakhstan,Youth labour force participation rate (%),2008,46.93
KEN,Kenya,Youth labour force participation rate (%),1999,48.9052
KEN,Kenya,Youth labour force participation rate (%),2005,38.35
KEN,Kenya,Youth labour force participation rate (%),2006,39.4082
KEN,Kenya,Youth labour force participation rate (%),2016,45.0841
KGZ,Kyrgyzstan,Youth labour force participation rate (%),2002,47.95
KGZ,Kyrgyzstan,Youth labour force participation rate (%),2004,45.42
KGZ,Kyrgyzstan,Youth labour force participation rate (%),2006,46.51
KGZ,Kyrgyzstan,Youth labour force participation rate (%),2009,47.94
KGZ,Kyrgyzstan,Youth labour force participation rate (%),2010,47.22
KGZ,Kyrgyzstan,Youth labour force participation rate (%),2011,46.53
KGZ,Kyrgyzstan,Youth labour force participation rate (%),2012,44.37
KGZ,Kyrgyzstan,Youth labour force participation rate (%),2013,46.97
KGZ,Kyrgyzstan,Youth labour force participation rate (%),2014,44.12
KGZ,Kyrgyzstan,Youth labour force participation rate (%),2015,43.22
KGZ,Kyrgyzstan,Youth labour force participation rate (%),2016,41.83
KGZ,Kyrgyzstan,Youth labour force participation rate (%),2017,39.67
KGZ,Kyrgyzstan,Youth labour force participation rate (%),2018,40.08
KHM,Cambodia,Youth labour force participation rate (%),2000,67.9935
KHM,Cambodia,Youth labour force participation rate (%),2001,77.1566
KHM,Cambodia,Youth labour force participation rate (%),2004,77.74
KHM,Cambodia,Youth labour force participation rate (%),2012,61.6551
KHM,Cambodia,Youth labour force participation rate (%),1999,69.38
KHM,Cambodia,Youth labour force participation rate (%),2007,77.6286
KHM,Cambodia,Youth labour force participation rate (%),2008,74.336
KHM,Cambodia,Youth labour force participation rate (%),2009,76.5062
KHM,Cambodia,Youth labour force participation rate (%),2010,79.0011
KHM,Cambodia,Youth labour force participation rate (%),2011,78.7977
KHM,Cambodia,Youth labour force participation rate (%),2013,71.8851
KHM,Cambodia,Youth labour force participation rate (%),2014,72.011
KHM,Cambodia,Youth labour force participation rate (%),2015,71.8618
KHM,Cambodia,Youth labour force participation rate (%),2016,72.9327
KHM,Cambodia,Youth labour force participation rate (%),1996,68.02
KHM,Cambodia,Youth labour force participation rate (%),1998,60.7
KIR,Kiribati,Youth labour force participation rate (%),2010,53.67
KIR,Kiribati,Youth labour force participation rate (%),2015,25.1546
KNA,Saint Kitts and Nevis,Youth labour force participation rate (%),1991,60.89
KOR,"Korea, Republic of",Youth labour force participation rate (%),1990,34.961
KOR,"Korea, Republic of",Youth labour force participation rate (%),1991,37.267
KOR,"Korea, Republic of",Youth labour force participation rate (%),1992,37.394
KOR,"Korea, Republic of",Youth labour force participation rate (%),1993,36.89
KOR,"Korea, Republic of",Youth labour force participation rate (%),1994,37.205
KOR,"Korea, Republic of",Youth labour force participation rate (%),1995,36.934
KOR,"Korea, Republic of",Youth labour force participation rate (%),1996,35.934
KOR,"Korea, Republic of",Youth labour force participation rate (%),1997,34.83
KOR,"Korea, Republic of",Youth labour force participation rate (%),1998,32.209
KOR,"Korea, Republic of",Youth labour force participation rate (%),1999,32.146
KOR,"Korea, Republic of",Youth labour force participation rate (%),2000,32.9981
KOR,"Korea, Republic of",Youth labour force participation rate (%),2001,33.5146
KOR,"Korea, Republic of",Youth labour force participation rate (%),2002,34.4191
KOR,"Korea, Republic of",Youth labour force participation rate (%),2003,34.2519
KOR,"Korea, Republic of",Youth labour force participation rate (%),2004,34.8425
KOR,"Korea, Republic of",Youth labour force participation rate (%),2005,33.2663
KOR,"Korea, Republic of",Youth labour force participation rate (%),2006,30.2083
KOR,"Korea, Republic of",Youth labour force participation rate (%),2007,28.1458
KOR,"Korea, Republic of",Youth labour force participation rate (%),2008,26.2561
KOR,"Korea, Republic of",Youth labour force participation rate (%),2009,25.396
KOR,"Korea, Republic of",Youth labour force participation rate (%),2010,25.4941
KOR,"Korea, Republic of",Youth labour force participation rate (%),2011,25.5137
KOR,"Korea, Republic of",Youth labour force participation rate (%),2012,26.6375
KOR,"Korea, Republic of",Youth labour force participation rate (%),2013,26.6457
KOR,"Korea, Republic of",Youth labour force participation rate (%),2014,28.6451
KOR,"Korea, Republic of",Youth labour force participation rate (%),2015,28.1748
KOR,"Korea, Republic of",Youth labour force participation rate (%),2016,28.3053
KOR,"Korea, Republic of",Youth labour force participation rate (%),2017,28.055
KOR,"Korea, Republic of",Youth labour force participation rate (%),2018,27.3276
KOS,Kosovo,Youth labour force participation rate (%),2012,21.8618
KOS,Kosovo,Youth labour force participation rate (%),2014,23.04
KOS,Kosovo,Youth labour force participation rate (%),2015,20.2
KOS,Kosovo,Youth labour force participation rate (%),2016,21.22
KOS,Kosovo,Youth labour force participation rate (%),2017,23.7
KOS,Kosovo,Youth labour force participation rate (%),2018,22.44
KWT,Kuwait,Youth labour force participation rate (%),2003,32.3
KWT,Kuwait,Youth labour force participation rate (%),2015,24.46
KWT,Kuwait,Youth labour force participation rate (%),2016,25.56
KWT,Kuwait,Youth labour force participation rate (%),1995,32.84
KWT,Kuwait,Youth labour force participation rate (%),2005,36.98
LAO,Lao People's Democratic Republic,Youth labour force participation rate (%),2010,63.2464
LAO,Lao People's Democratic Republic,Youth labour force participation rate (%),2017,28.3797
LAO,Lao People's Democratic Republic,Youth labour force participation rate (%),1995,73.56
LBN,Lebanon,Youth labour force participation rate (%),2004,30.81
LBN,Lebanon,Youth labour force participation rate (%),2007,30.73
LBN,Lebanon,Youth labour force participation rate (%),1997,32.24
LBR,Liberia,Youth labour force participation rate (%),2010,31.7914
LBR,Liberia,Youth labour force participation rate (%),2015,55.3176
LBR,Liberia,Youth labour force participation rate (%),2016,56.9435
LBR,Liberia,Youth labour force participation rate (%),2012,55.2217
LBR,Liberia,Youth labour force participation rate (%),2014,51.1582
LBY,Libya,Youth labour force participation rate (%),2012,17.69
LCA,Saint Lucia,Youth labour force participation rate (%),2003,59.41
LIE,Liechtenstein,Youth labour force participation rate (%),2000,57.24
LIE,Liechtenstein,Youth labour force participation rate (%),2001,55.48
LIE,Liechtenstein,Youth labour force participation rate (%),2002,54.88
LIE,Liechtenstein,Youth labour force participation rate (%),2003,55.59
LIE,Liechtenstein,Youth labour force participation rate (%),2004,53.72
LIE,Liechtenstein,Youth labour force participation rate (%),2005,53.84
LIE,Liechtenstein,Youth labour force participation rate (%),2006,53.09
LIE,Liechtenstein,Youth labour force participation rate (%),2007,53.97
LIE,Liechtenstein,Youth labour force participation rate (%),2008,52.63
LIE,Liechtenstein,Youth labour force participation rate (%),2009,52.12
LIE,Liechtenstein,Youth labour force participation rate (%),2010,50.42
LIE,Liechtenstein,Youth labour force participation rate (%),2011,53.68
LIE,Liechtenstein,Youth labour force participation rate (%),2012,53.02
LIE,Liechtenstein,Youth labour force participation rate (%),2013,52.22
LIE,Liechtenstein,Youth labour force participation rate (%),2014,51.95
LKA,Sri Lanka,Youth labour force participation rate (%),1990,52.28
LKA,Sri Lanka,Youth labour force participation rate (%),1992,47.96
LKA,Sri Lanka,Youth labour force participation rate (%),1993,47.29
LKA,Sri Lanka,Youth labour force participation rate (%),1994,49.9
LKA,Sri Lanka,Youth labour force participation rate (%),1995,43.17
LKA,Sri Lanka,Youth labour force participation rate (%),1996,43.86
LKA,Sri Lanka,Youth labour force participation rate (%),1997,43.8
LKA,Sri Lanka,Youth labour force participation rate (%),1998,49.02
LKA,Sri Lanka,Youth labour force participation rate (%),1999,47.32
LKA,Sri Lanka,Youth labour force participation rate (%),2000,43.46
LKA,Sri Lanka,Youth labour force participation rate (%),2010,34.7859
LKA,Sri Lanka,Youth labour force participation rate (%),2011,33.7381
LKA,Sri Lanka,Youth labour force participation rate (%),2012,33.39
LKA,Sri Lanka,Youth labour force participation rate (%),2013,33.7521
LKA,Sri Lanka,Youth labour force participation rate (%),2014,32.3854
LKA,Sri Lanka,Youth labour force participation rate (%),2015,33.391
LKA,Sri Lanka,Youth labour force participation rate (%),2016,32.5114
LSO,Lesotho,Youth labour force participation rate (%),1999,64.75
LSO,Lesotho,Youth labour force participation rate (%),2008,31.95
LSO,Lesotho,Youth labour force participation rate (%),2013,45.12
LSO,Lesotho,Youth labour force participation rate (%),2006,29.06
LTU,Lithuania,Youth labour force participation rate (%),1998,44.1425
LTU,Lithuania,Youth labour force participation rate (%),1999,43.0653
LTU,Lithuania,Youth labour force participation rate (%),2000,37.3143
LTU,Lithuania,Youth labour force participation rate (%),2001,32.9995
LTU,Lithuania,Youth labour force participation rate (%),2002,31.7259
LTU,Lithuania,Youth labour force participation rate (%),2003,32.2475
LTU,Lithuania,Youth labour force participation rate (%),2004,25.7796
LTU,Lithuania,Youth labour force participation rate (%),2005,25.1843
LTU,Lithuania,Youth labour force participation rate (%),2006,26.2917
LTU,Lithuania,Youth labour force participation rate (%),2007,27.0598
LTU,Lithuania,Youth labour force participation rate (%),2008,30.0206
LTU,Lithuania,Youth labour force participation rate (%),2009,29.3119
LTU,Lithuania,Youth labour force participation rate (%),2010,28.4244
LTU,Lithuania,Youth labour force participation rate (%),2011,28.1639
LTU,Lithuania,Youth labour force participation rate (%),2012,29.2934
LTU,Lithuania,Youth labour force participation rate (%),2013,31.5141
LTU,Lithuania,Youth labour force participation rate (%),2014,34.2203
LTU,Lithuania,Youth labour force participation rate (%),2015,33.8269
LTU,Lithuania,Youth labour force participation rate (%),2016,35.3413
LTU,Lithuania,Youth labour force participation rate (%),2017,35.0457
LTU,Lithuania,Youth labour force participation rate (%),2018,36.4835
LTU,Lithuania,Youth labour force participation rate (%),1997,43.34
LUX,Luxembourg,Youth labour force participation rate (%),1990,44.9195
LUX,Luxembourg,Youth labour force participation rate (%),1991,53.1687
LUX,Luxembourg,Youth labour force participation rate (%),1992,51.3128
LUX,Luxembourg,Youth labour force participation rate (%),1993,47.7955
LUX,Luxembourg,Youth labour force participation rate (%),1994,46.4836
LUX,Luxembourg,Youth labour force participation rate (%),1995,41.2119
LUX,Luxembourg,Youth labour force participation rate (%),1996,40.6738
LUX,Luxembourg,Youth labour force participation rate (%),1997,37.3936
LUX,Luxembourg,Youth labour force participation rate (%),1998,35.3194
LUX,Luxembourg,Youth labour force participation rate (%),1999,33.9559
LUX,Luxembourg,Youth labour force participation rate (%),2000,34.0201
LUX,Luxembourg,Youth labour force participation rate (%),2001,34.4636
LUX,Luxembourg,Youth labour force participation rate (%),2002,34.7016
LUX,Luxembourg,Youth labour force participation rate (%),2003,30.3514
LUX,Luxembourg,Youth labour force participation rate (%),2004,28.0078
LUX,Luxembourg,Youth labour force participation rate (%),2005,28.8322
LUX,Luxembourg,Youth labour force participation rate (%),2006,27.8172
LUX,Luxembourg,Youth labour force participation rate (%),2007,26.4945
LUX,Luxembourg,Youth labour force participation rate (%),2008,29.0217
LUX,Luxembourg,Youth labour force participation rate (%),2009,32.2621
LUX,Luxembourg,Youth labour force participation rate (%),2010,24.7251
LUX,Luxembourg,Youth labour force participation rate (%),2011,24.8728
LUX,Luxembourg,Youth labour force participation rate (%),2012,26.768
LUX,Luxembourg,Youth labour force participation rate (%),2013,25.8995
LUX,Luxembourg,Youth labour force participation rate (%),2014,26.3225
LUX,Luxembourg,Youth labour force participation rate (%),2015,35.1843
LUX,Luxembourg,Youth labour force participation rate (%),2016,30.7028
LUX,Luxembourg,Youth labour force participation rate (%),2017,30.4543
LUX,Luxembourg,Youth labour force participation rate (%),2018,33.1161
LVA,Latvia,Youth labour force participation rate (%),1998,45.0949
LVA,Latvia,Youth labour force participation rate (%),1999,42.3155
LVA,Latvia,Youth labour force participation rate (%),2000,38.4385
LVA,Latvia,Youth labour force participation rate (%),2001,37.3615
LVA,Latvia,Youth labour force participation rate (%),2002,37.8248
LVA,Latvia,Youth labour force participation rate (%),2003,38.8182
LVA,Latvia,Youth labour force participation rate (%),2004,36.9327
LVA,Latvia,Youth labour force participation rate (%),2005,38.0051
LVA,Latvia,Youth labour force participation rate (%),2006,40.8591
LVA,Latvia,Youth labour force participation rate (%),2007,42.6126
LVA,Latvia,Youth labour force participation rate (%),2008,42.848
LVA,Latvia,Youth labour force participation rate (%),2009,41.2287
LVA,Latvia,Youth labour force participation rate (%),2010,39.7428
LVA,Latvia,Youth labour force participation rate (%),2011,37.4556
LVA,Latvia,Youth labour force participation rate (%),2012,40.1433
LVA,Latvia,Youth labour force participation rate (%),2013,39.3643
LVA,Latvia,Youth labour force participation rate (%),2014,40.4052
LVA,Latvia,Youth labour force participation rate (%),2015,41.2749
LVA,Latvia,Youth labour force participation rate (%),2016,39.684
LVA,Latvia,Youth labour force participation rate (%),2017,39.742
LVA,Latvia,Youth labour force participation rate (%),2018,37.7096
LVA,Latvia,Youth labour force participation rate (%),1996,49.07
LVA,Latvia,Youth labour force participation rate (%),1997,45.73
MAR,Morocco,Youth labour force participation rate (%),1998,36.74
MAR,Morocco,Youth labour force participation rate (%),1999,48.01
MAR,Morocco,Youth labour force participation rate (%),2001,42.52
MAR,Morocco,Youth labour force participation rate (%),2002,41.66
MAR,Morocco,Youth labour force participation rate (%),2003,43.09
MAR,Morocco,Youth labour force participation rate (%),2004,43.99
MAR,Morocco,Youth labour force participation rate (%),2005,42.56
MAR,Morocco,Youth labour force participation rate (%),2008,38.94
MAR,Morocco,Youth labour force participation rate (%),2011,34.99
MAR,Morocco,Youth labour force participation rate (%),2012,33.5
MAR,Morocco,Youth labour force participation rate (%),2013,32.23
MAR,Morocco,Youth labour force participation rate (%),2017,26.8
MAR,Morocco,Youth labour force participation rate (%),1994,45.45
MCO,Monaco,Youth labour force participation rate (%),2016,24.47
MDA,"Moldova, Republic of",Youth labour force participation rate (%),2002,31.01
MDA,"Moldova, Republic of",Youth labour force participation rate (%),2004,22.58
MDA,"Moldova, Republic of",Youth labour force participation rate (%),2005,21.71
MDA,"Moldova, Republic of",Youth labour force participation rate (%),2010,21.9091
MDA,"Moldova, Republic of",Youth labour force participation rate (%),2011,22.2629
MDA,"Moldova, Republic of",Youth labour force participation rate (%),2012,20.2159
MDA,"Moldova, Republic of",Youth labour force participation rate (%),2013,20.6413
MDA,"Moldova, Republic of",Youth labour force participation rate (%),2014,19.2648
MDA,"Moldova, Republic of",Youth labour force participation rate (%),2015,21.6274
MDA,"Moldova, Republic of",Youth labour force participation rate (%),2016,19.5994
MDA,"Moldova, Republic of",Youth labour force participation rate (%),2017,19.5243
MDA,"Moldova, Republic of",Youth labour force participation rate (%),2018,20.827
MDG,Madagascar,Youth labour force participation rate (%),2012,90.018
MDG,Madagascar,Youth labour force participation rate (%),2015,74.692
MDG,Madagascar,Youth labour force participation rate (%),2005,73.34
MDV,Maldives,Youth labour force participation rate (%),2016,48.4138
MDV,Maldives,Youth labour force participation rate (%),1990,40.2
MDV,Maldives,Youth labour force participation rate (%),1995,37.39
MDV,Maldives,Youth labour force participation rate (%),2000,39.03
MDV,Maldives,Youth labour force participation rate (%),2014,52.17
MEX,Mexico,Youth labour force participation rate (%),1991,52.176
MEX,Mexico,Youth labour force participation rate (%),1992,53.336
MEX,Mexico,Youth labour force participation rate (%),1993,54.535
MEX,Mexico,Youth labour force participation rate (%),1994,54.126
MEX,Mexico,Youth labour force participation rate (%),1995,54.357
MEX,Mexico,Youth labour force participation rate (%),1996,53.072
MEX,Mexico,Youth labour force participation rate (%),1997,53.114
MEX,Mexico,Youth labour force participation rate (%),1998,53.771
MEX,Mexico,Youth labour force participation rate (%),1999,52.425
MEX,Mexico,Youth labour force participation rate (%),2000,51.521
MEX,Mexico,Youth labour force participation rate (%),2001,49.561
