Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,gdp_mean3,gdp_2017,gdp_mean27
JOR,6283.255604,6069.134513,6812.149004,6751.223008,6754.880414,6895.206587,6825.007646,6881.670401,6950.139348,7062.437155,7234.964751,7483.647731,7775.790134,7935.330953,8399.124065,8799.589956,9158.945771,9493.477498,9714.782337,9749.143628,9472.768326,9214.206624,8964.263431,8756.710839,8622.185468,8491.050311,8389.604574,8500.946784,8337.489701,7974.220706
JPN,30582.42797,31529.57554,31718.1343,31476.07477,31680.53793,32425.22995,33345.87683,33624.48056,33154.84458,33010.98092,33871.85822,33927.64363,33888.78348,34333.13367,35078.26199,35658.14867,36141.58524,36697.2409,36278.36947,34317.67082,35749.75668,35774.69671,36367.59706,37148.60275,37337.31741,37882.98062,38282.50467,37834.26757,39002.22332,34653.09067
KAZ,13050.4865,11542.5625,10938.39019,9998.154353,8866.092277,8282.94719,8451.398817,8731.950125,8715.184514,9036.156102,9951.563906,11314.25077,12422.53484,13532.2312,14728.61641,16014.30786,17541.32577,18885.24324,19272.21401,18995.89485,20096.55976,21276.93402,21986.31892,22972.43103,23587.33752,23524.06044,23447.0157,23519.47122,24055.58832,15400.63397
KEN,2380.495384,2337.129697,2245.600112,2184.390995,2174.820128,2204.389887,2230.448074,2178.626923,2188.650227,2178.330492,2132.161897,2153.126304,2106.725655,2110.253217,2158.267935,2224.031001,2303.831264,2394.837644,2335.252407,2347.197992,2476.010742,2556.962872,2602.597687,2683.045833,2753.236135,2835.99661,2926.532502,2838.588416,2993.028448,2371.284931
KGZ,3474.667969,3149.934886,2681.332781,2266.164404,1811.643448,1696.363515,1789.853966,1938.83581,1949.832931,1991.301566,2074.505287,2164.268295,2144.12125,2270.924677,2401.265004,2370.166045,2417.579471,2599.206018,2790.9349,2837.031419,2790.170664,2920.60321,2869.838962,3120.542044,3181.642163,3237.602937,3309.859929,3243.03501,3393.473613,2558.702399
KIR,1961.120713,1926.847667,1915.959331,1908.372447,1917.171206,1891.051506,1894.417653,1895.318193,1985.772102,1921.851538,2007.130484,1944.169156,1983.497268,1987.968401,1920.004399,1976.16037,1904.991365,1905.481251,1829.829439,1796.298077,1731.538627,1706.480953,1762.060349,1830.937792,1815.128315,1967.302051,1955.155799,1912.528722,1981.131869,1900.826726
KNA,14326.22524,13957.26331,14431.79867,15263.81613,15874.88119,16585.38256,17366.46402,18363.84813,18047.43553,18447.923,20173.27281,20990.5274,21231.99414,20176.73884,20614.65979,22127.64713,22254.38183,21959.39905,23086.47143,22145.49681,21412.20145,21689.30389,21319.23496,22399.09224,23483.01238,24169.85992,24463.61725,24038.82985,24654.3854,20036.29766
KOR,11632.59856,12710.59974,13356.02923,14126.25352,15272.29744,16566.4157,17655.53145,18526.58138,17386.98682,19216.14147,20756.7799,21530.26336,22997.18714,23549.36645,24605.53486,25516.82419,26697.03261,28013.70442,28588.37212,28642.8379,30352.10482,31228.5107,31776.89703,32548.71552,33425.68959,34177.65447,35020.41151,34207.91852,35938.37422,23993.41772
LAO,1708.034226,1731.964619,1778.6015,1834.494508,1935.156945,2023.606497,2117.863837,2218.939126,2264.76694,2388.26723,2485.025142,2586.566495,2698.441304,2819.896388,2954.19979,3114.998445,3328.34598,3520.745005,3732.007533,3946.861002,4218.782044,4495.15215,4794.108611,5115.592478,5436.482643,5755.059505,6073.223695,5754.921948,6397.359825,3338.376552
LBN,7857.72417,10664.34866,10870.1597,11314.13476,11916.51377,12449.35634,12928.70699,12544.37329,12906.23864,12673.99224,12531.82228,12534.64355,12363.01704,12145.56579,12325.0582,12269.32097,12243.78809,13293.12842,14597.62576,15788.40732,16451.75983,15693.68728,15057.28703,14400.6408,13831.37523,13352.71339,13267.8857,13483.99144,13367.56502,12915.7443
LBR,875.1895802,764.160812,505.2555263,342.4516117,266.2440396,247.4365395,262.5270328,503.1279405,605.6555477,687.8668645,838.6989396,832.4127724,843.5061996,579.1379729,583.0548795,597.8870314,624.0454923,656.871762,674.9848368,683.0614422,699.6537215,734.3262738,771.9054262,818.5893908,804.7198867,785.2468867,753.557379,781.1747175,752.7878395,646.2272724
LCA,9831.000902,9748.750979,10376.18689,10320.18905,10380.27526,10426.74054,10592.5256,10390.98134,10894.39389,11047.23643,10926.55907,10463.23281,10413.40953,10782.20453,11472.73017,11328.99031,11910.74063,11892.86239,12421.86358,12436.01409,12123.83514,12112.40013,12064.76572,12415.73105,12335.53651,12522.04023,12671.25805,12509.6116,12951.83888,11330.51049
LKA,3612.338545,3733.28328,3853.387638,4076.092913,4263.973735,4461.818646,4599.855712,4866.842881,5069.66185,5259.81413,5541.909734,5418.438694,5590.037015,5874.019364,6143.59281,6476.240103,6921.245944,7339.197073,7723.239233,7945.071817,8529.571442,9193.359509,9980.022952,10238.71154,10650.39018,11079.71068,11445.46436,11058.52174,11669.07668,6841.298874
LSO,1379.399899,1447.893255,1518.327647,1540.893274,1602.968627,1628.364735,1694.573465,1734.833859,1741.459009,1731.566983,1781.183614,1827.744124,1825.144406,1892.661991,1909.134943,1959.283898,2025.417132,2105.497115,2227.571688,2253.833856,2365.683461,2500.014871,2617.302097,2631.004823,2677.198078,2708.148539,2736.354895,2707.233837,2851.152754,2032.664751
LUX,57618.0207,61765.60104,62059.65311,63804.28576,65346.19924,65357.50427,65369.09583,68240.70365,71471.05669,76492.38825,81689.8164,82766.98904,85032.71188,85374.33983,87209.8194,88610.28987,91724.18249,97864.1951,94900.34672,89098.73424,91743.29389,92005.01684,89505.15896,90656.38042,93655.33416,94088.59223,94920.95872,94221.62837,94277.96536,81523.1655
MAC,40365.34557,40680.11764,44984.80721,46310.13021,47307.06358,47887.11311,46731.77119,45673.19472,42705.36028,40824.84139,42225.49708,42443.30953,45126.65656,49153.46679,60810.59281,64199.25919,71160.18036,79743.38201,80762.39969,80121.22302,98184.3365,116752.2116,124568.5999,135318.7544,130755.1607,100444.5936,97751.73216,109650.4955,104861.8511,70280.46257
MAR,3912.005724,4118.022928,3960.066109,3863.407859,4203.00594,3915.217615,4337.143266,4212.621511,4460.469675,4453.466601,4483.808406,4754.192333,4843.989892,5071.7173,5252.301097,5361.662834,5700.923327,5834.012241,6106.845445,6287.870644,6443.253613,6688.402606,6791.335135,6995.938186,7078.881489,7296.934401,7285.908321,7220.574737,7485.012951,5399.94348
MDG,1653.1589,1504.215132,1477.697724,1464.148966,1419.309762,1399.81077,1385.944942,1392.545225,1402.256119,1422.096303,1444.029429,1484.407782,1257.293553,1339.256331,1368.181585,1389.500912,1417.278583,1462.858323,1523.019873,1421.188472,1385.685072,1367.543082,1370.950275,1364.345909,1372.020961,1377.168213,1396.669615,1381.95293,1416.439507,1417.107904
MEX,13070.44455,13354.21335,13565.09607,13839.92309,14248.74747,13111.47125,13759.33102,14460.48023,14970.26818,15155.63865,15682.81217,15415.20023,15218.79343,15251.14064,15648.34233,15791.53703,16258.54005,16371.75155,16293.0313,15185.53739,15715.97214,16049.36424,16394.63067,16385.05961,16622.59705,16938.60541,17206.63432,16922.61226,17336.46907,15332.20116
MHL,2907.880972,2839.769649,2986.911287,3123.924624,3273.074916,3511.351429,3125.92721,2907.9771,2812.590393,2737.050659,2893.836644,3047.641249,3128.862066,3136.711119,3142.962279,3235.774524,3280.81341,3396.818863,3335.763023,3274.794201,3479.155303,3513.291213,3626.424778,3720.958116,3685.462574,3665.375373,3730.333989,3693.723979,3819.20212,3262.165682
MKD,9633.199073,9052.024877,8477.488081,7862.591149,7733.416201,7641.236887,7707.732713,7779.01119,7992.050944,8288.010033,8620.649199,8323.414678,8422.676187,8590.987024,8976.737029,9386.02697,9854.447746,10480.62426,11043.82773,10995.10179,11355.36749,11611.85199,11549.66814,11877.77368,12298.49018,12759.8166,13120.87251,12726.3931,13111.21357,9805.225283
MLI,1271.794077,1390.400729,1312.911199,1319.270986,1332.849318,1309.962932,1366.486241,1396.034678,1463.149844,1505.535855,1462.919767,1639.203242,1639.92608,1734.886394,1706.956336,1760.693934,1783.110326,1784.878485,1808.887626,1832.808081,1871.984744,1874.70303,1804.942604,1793.723666,1865.160622,1919.228421,1971.08448,1918.491174,2014.30587,1640.635699
MLT,16176.49077,16731.51044,17336.59724,17933.39855,18770.45686,19822.29923,20436.44237,21348.60451,22297.45762,23211.86921,24623.95372,24588.37426,25133.72695,25604.10924,25545.49282,26343.58536,26727.77817,27696.50573,28437.73786,27529.19297,28364.79932,28618.50259,29131.73091,30050.13114,31846.18954,34087.08151,35058.43078,33663.90061,36513.32344,25355.92047
MMR,742.9708935,728.0316749,788.3884299,826.1329063,877.4658474,927.0256813,974.2343699,1015.881079,1061.399627,1162.586326,1306.443236,1438.032802,1593.458886,1795.595797,2020.124804,2274.884736,2553.18939,2840.44801,3112.239736,3418.408661,3721.21144,3898.414627,4148.698196,4457.901329,4770.012099,5056.859041,5305.047137,5043.972759,5591.59688,2443.095844
MNG,5122.531607,4605.980667,4131.96682,3966.209989,4020.141059,4243.836175,4303.988873,4435.082313,4544.502058,4643.482263,4655.022604,4748.226602,4924.356135,5214.603003,5705.033517,6047.134735,6483.534998,7055.138106,7576.481363,7367.785987,7708.599994,8881.48475,9788.825022,10720.06215,11348.64734,11411.94211,11361.00642,11373.86529,11840.84612,6673.444742
MOZ,378.5342735,387.0232878,354.2845353,370.4504103,378.2752827,373.4353116,459.4264753,495.421676,540.0946165,567.5070211,561.6127534,615.3098217,650.1524781,672.1550957,703.3921868,742.4240037,791.927644,826.162668,857.5268817,885.7385176,917.763832,954.7991162,994.1248942,1034.589423,1079.823866,1118.222844,1127.347264,1108.464658,1136.102564,713.3438837
MRT,2806.73383,2781.480615,2759.187038,2843.770064,2681.622684,2861.843656,2939.725671,2735.963972,2726.338139,2847.717627,2751.155549,2724.593151,2663.96032,2743.128115,2819.081969,2985.690698,3449.960156,3448.64871,3388.835433,3259.07635,3316.97478,3371.994582,3462.56176,3565.521999,3655.388509,3601.614223,3572.280392,3609.761041,3597.63253,3084.374376
MUS,7386.824387,7631.636037,8022.409719,8330.761304,8554.71954,8845.133144,9244.352261,9648.553906,10127.24,10260.37247,11077.14762,11272.81248,11431.4048,11763.99455,12362.15915,12441.73546,13441.20596,14146.39842,14854.64338,15306.38801,15938.41921,16561.77098,17093.32093,17628.82937,18255.86972,18864.10566,19567.48966,18895.82168,20292.74463,12869.7301
MWI,744.1970806,792.0793747,727.3152219,795.6677987,711.1924352,820.773968,863.3410719,872.5993321,879.2442764,878.1341971,865.957498,800.384183,792.4548773,815.7392038,836.9343843,840.1866863,854.1581644,908.3108489,948.2265195,996.2452685,1032.962881,1051.185996,1039.759359,1062.164941,1090.367208,1088.701805,1083.801421,1087.623478,1095.042089,903.1117175
MYS,10551.65896,11252.49031,11940.85575,12797.79063,13632.72652,14601.07477,15658.40148,16382.663,14800.79401,15332.83235,16310.09276,16039.43401,16554.90929,17165.68007,17976.66309,18577.0912,19251.33545,20093.26869,20687.13112,20009.19928,21107.26794,21818.87569,22590.79152,23224.18844,24194.63391,25001.61267,25668.88436,24955.04365,26808.16406,18215.3754
NAM,5719.281973,5970.843391,6197.241085,5918.474163,5845.726499,5895.184261,5901.04968,5966.503403,5987.35259,6030.942022,6106.108164,6068.318413,6266.381787,6451.871611,7161.676346,7259.825028,7684.321193,8097.550854,8207.70498,8113.874117,8460.847368,8721.255524,8967.163152,9255.656532,9617.396957,9975.12547,9825.59927,9806.040566,9541.808292,7329.110147
NER,894.5407505,888.1118166,803.3925094,788.0311508,791.8846097,784.6071308,783.1216322,776.2244669,826.5561882,792.4816358,753.4295254,778.2335404,773.0710288,785.0456052,757.6862419,763.2097772,778.1290805,773.2699356,816.2362896,780.4196964,814.2409362,801.6042311,862.8663997,874.0787559,904.45673,908.1762709,917.1401159,909.9243723,926.000142,817.7230783
NGA,3041.509363,2946.741877,2885.838707,2873.33723,2828.087519,2750.071529,2816.43946,2824.21026,2829.544477,2772.886325,2848.15052,2900.036061,2934.86068,3157.613278,4116.156737,4149.277997,4374.284423,4551.605434,4710.55466,4904.920946,5150.158818,5259.295504,5339.451668,5479.058339,5671.900601,5670.639443,5434.734795,5592.424946,5338.454127,3948.565028
NIC,3003.519024,2932.528436,2879.620011,2806.60181,2839.876474,2948.095598,3076.072618,3140.723518,3201.78776,3371.650354,3456.081707,3506.818717,3484.76269,3525.469463,3664.624027,3772.095147,3864.693486,4008.008361,4092.061412,3906.989107,4028.712087,4231.497518,4453.253517,4618.727191,4784.830464,4956.921298,5130.580295,4957.444019,5321.443516,3750.287343
NLD,32090.21105,32614.90355,32921.48854,33103.95579,33879.30608,34762.86937,35837.03074,37186.06045,38629.9402,40312.23648,41721.69405,42287.56189,42062.04727,41982.92143,42686.88683,43507.30043,44965.885,46527.61839,47134.30299,45125.80592,45524.66214,46066.65241,45411.35235,45191.48625,45668.44147,46494.36426,47269.63295,46477.47956,48472.54454,41408.54153
NOR,42813.76496,43924.62825,45232.84169,46243.77986,48305.7807,50051.87133,52302.69134,54768.94898,55872.63975,56608.56513,58045.06727,58956.39415,59482.36596,59678.44753,61675.60078,62864.79647,63854.11354,65083.2587,64586.1779,62698.28536,62350.41071,62145.02615,63003.4109,62896.29006,63419.31478,64008.28683,64159.54425,63862.38195,64800.05733,57851.15574
NPL,1197.947803,1241.417555,1257.838694,1271.076035,1339.519724,1351.697162,1390.764758,1429.238951,1442.299383,1476.884761,1539.718672,1585.514374,1561.279151,1597.877279,1648.984749,1684.338712,1720.853441,1760.945708,1850.025041,1914.705969,1985.980341,2031.087465,2103.353638,2163.950489,2266.184298,2314.274881,2297.652539,2292.703906,2442.803942,1709.579126
NZL,23671.27301,22181.32263,22229.46594,23413.18637,24309.22536,25052.35446,25487.01891,25911.47717,25956.39195,27161.39482,27620.4728,28500.95264,29427.59462,30162.49941,30689.1868,31351.83592,31768.86379,32657.58008,31881.12158,32168.77132,32119.21554,32734.53667,33369.26946,33782.10082,34455.33122,35309.82372,35776.57173,35180.57556,36085.84278,29472.6672
OMN,35042.13369,35568.77334,36821.19478,37372.32169,37441.78672,38316.52914,38911.97397,41019.35676,42063.92578,41954.7329,43965.96949,45400.32532,44140.90936,42044.73912,41551.5734,41458.37789,42472.53209,43034.65665,44938.94044,45635.95938,45335.85252,42121.43192,43030.17781,41924.8081,40365.27326,39873.3856,39883.95365,40040.87084,37960.70919,41059.01086
OWID_WRL,8925.589983,8906.41425,8925.296301,8955.440877,9083.400429,9242.102057,9460.217707,9696.596277,9799.541462,10008.35899,10345.60223,10452.59099,10602.44499,10865.26777,11309.7194,11697.9641,12170.49373,12671.50753,12873.9764,12669.07709,13175.93399,13555.67622,13838.01198,14137.54695,14462.38813,14778.02574,15080.37928,14773.59772,15469.20724,11541.38472
PAK,3054.953358,3121.123623,3272.479515,3244.364469,3280.75556,3357.789692,3433.612204,3383.841499,3387.058785,3429.29084,3494.911632,3486.718665,3523.190968,3617.676767,3804.983936,4013.427033,4174.979611,4288.331463,4273.035123,4304.469172,4283.607312,4309.763713,4367.451996,4464.090289,4576.227015,4695.699879,4857.168718,4709.698537,5034.707756,3876.275378
PAN,7855.027176,8417.175407,8920.719754,9215.567189,9285.639604,9256.733547,9439.325808,9846.39114,10357.36913,10549.83716,10624.78846,10480.58422,10511.50975,10749.08911,11344.25024,11937.60388,12735.55702,14006.17277,15113.25442,15031.29923,15628.59224,17093.83998,18441.35151,19377.90562,20017.99436,20786.65969,21472.69019,20759.11475,22267.03682,13241.57019
PER,5312.684664,5319.341299,5184.96718,5351.594571,5899.563783,6226.245611,6295.160401,6598.585226,6475.632815,6479.474097,6563.267935,6516.693156,6784.222227,6978.570061,7234.490542,7595.271846,8067.898678,8649.080663,9323.353938,9308.674789,9956.556637,10449.09326,10943.91927,11430.25578,11547.83422,11770.03445,12082.16801,11800.01223,12236.70615,8092.190759
PHL,4010.202824,3889.005127,3808.17057,3796.882439,3871.354122,3959.666668,4096.675582,4213.64035,4097.977794,4133.402513,4224.113226,4255.042738,4318.73733,4441.675324,4647.010934,4778.97122,4941.598931,5181.003468,5309.442188,5284.865261,5596.837288,5707.204842,5988.804388,6306.746066,6585.895949,6874.582566,7233.206103,6897.894873,7599.18806,4969.710853
PNG,2373.519829,2535.483098,2815.015599,3244.678326,3351.419808,3158.526221,3315.965505,3104.609371,2910.651219,2888.611367,2744.899413,2672.538724,2601.764033,2592.439727,2597.812398,2695.617931,2691.170914,2918.71582,2841.839035,2965.226588,3191.58041,3155.403568,3230.318722,3282.463751,3709.081644,3824.729821,3817.780809,3783.864091,3823.1938,3037.680623
POL,10276.57333,9521.780497,9731.361156,10069.49509,10580.10463,11300.27108,11975.5672,12740.79267,13323.97073,13943.65519,14732.482,14920.45973,15232.13015,15785.42086,16605.81843,17193.52373,18267.58802,19563.29763,20391.90022,20952.80167,21770.64444,22850.63885,23218.1113,23555.49621,24347.07366,25299.97435,26035.8379,25227.62864,27216.44488,17192.97199
PRT,20166.92799,21096.42846,21342.85656,20881.20607,21026.02091,21850.74,22529.92,23422.33637,24420.94811,25227.38858,25999.49069,26318.47816,26375.96451,26031.64944,26439.93318,26593.28555,26957.63637,27575.23676,27590.37495,26743.19799,27238.46067,26780.21491,25805.84983,25654.6143,26023.69785,26607.83312,27124.15504,26585.22867,27936.89609,25062.91937
PRY,6036.472612,6088.894613,6039.468385,6185.272144,6361.089355,6638.628036,6591.035385,6719.392539,6579.998899,6355.703173,6084.791177,5918.056542,5807.245893,5950.84842,6088.304301,6119.751209,6318.750789,6568.253231,6892.409354,6531.886411,7289.51391,7504.653644,7312.40983,8227.214713,8501.54354,8639.28685,8871.37954,8670.736643,8827.010058,6823.18802
ROU,11422.46995,10033.67564,9237.078093,9391.071141,9774.522465,10493.45747,10930.98373,10434.52908,10237.90319,10212.81455,10470.96597,11211.86988,12010.99424,12766.2619,13912.38702,14582.57431,15850.90594,17190.95593,18923.63362,17954.13124,17553.2833,17997.88413,18302.02629,19018.87078,19677.52025,20556.00364,21670.70479,20634.74289,23313.19934,14469.02421
RUS,20639.00054,19553.5856,16704.93383,15274.22059,13370.85335,12813.39668,12370.09599,12564.03096,11917.84646,12719.89289,14050.85134,14829.08298,15604.14949,16818.74263,18098.36708,19325.93574,20970.1899,22798.97083,24005.99668,22121.85249,23107.78522,24310.04397,25156.42094,25551.08997,25284.5862,24516.54995,24416.62388,24739.25334,24765.95363,19059.32321
RWA,872.5285226,872.7888013,972.2902951,950.4535053,496.0840098,679.540322,742.712476,792.784174,797.3170056,773.3474071,792.9235783,828.8356138,915.4478135,920.073174,973.1163448,1043.860774,1113.571361,1168.020842,1263.511097,1306.22755,1365.17424,1436.868937,1521.626448,1552.751769,1629.868866,1731.043423,1790.254755,1717.055681,1854.210791,1112.758353
SAU,42457.11489,47262.89936,47702.40165,45784.8789,44905.85662,43980.90039,44207.12382,43838.09515,44251.47394,41721.7253,43071.44983,41472.85334,39194.77239,42344.41092,44390.95763,45538.49797,45527.2678,45130.13956,46678.55353,44481.47176,45421.22848,48524.63249,49658.6527,49537.58573,49958.44334,50723.71265,50423.01349,50368.38983,49045.41126,45615.55446
SDN,1743.446039,1826.269446,1896.330564,1931.633844,1900.037532,1960.649671,2021.000348,2173.928276,2205.504326,2211.321994,2286.658691,2367.773089,2449.978332,2566.534085,2593.432883,2712.890404,2907.360956,3158.477972,3317.85604,3338.228978,3366.096261,3631.663456,4097.068622,4177.335653,4188.334814,4290.372249,4386.352577,4288.353213,4466.506755,2863.322995
SEN,1844.868039,1835.174917,1802.429957,1772.361914,1722.091228,1765.822756,1755.693399,1766.7474,1826.888602,1897.235492,1910.535042,1948.678861,1911.942119,1987.322796,2049.271047,2107.680112,2102.475241,2147.440038,2166.24105,2157.397797,2183.995051,2158.181182,2187.17909,2195.963854,2218.551917,2293.853539,2379.451264,2297.285573,2470.579582,2020.216189
SGP,34344.6723,35613.39816,37008.82397,40247.50299,43266.13893,44921.33766,46380.88442,48568.05099,45901.15086,48311.29412,51706.43482,49851.07927,51478.68511,54560.54451,59027.01263,61973.68522,65386.13546,68432.68555,66046.14739,63697.29143,72115.8395,75113.20453,76285.56992,78896.6127,80903.53465,81741.09694,82621.50318,81755.37826,85535.3832,58926.27501
SLB,1883.179749,1940.777979,2126.089802,2148.746672,2280.664693,2399.507747,2370.426827,2271.871021,2249.083551,2177.499192,1816.734783,1627.436195,1540.404336,1598.277074,1634.297985,1680.506478,1754.175435,1838.592846,1924.001489,1791.828545,1871.369352,2071.892091,2119.467968,2137.003952,2139.560741,2149.221632,2179.232117,2156.00483,2205.923205,1997.420481
SLE,1250.575193,1272.612398,1032.057339,1052.081095,1037.295232,956.2791382,971.3393461,909.3466454,915.3332785,880.2017129,912.7425576,823.2862732,994.9924358,1036.96534,1056.584409,1061.510224,1070.347609,1124.541181,1156.419383,1165.887926,1199.98985,1246.252789,1402.697094,1655.121779,1692.142067,1314.273728,1363.863571,1456.759789,1390.300267,1140.894281
SLV,4544.585408,4550.434209,4803.349749,5014.462798,5182.463704,5363.842434,5349.724326,5463.654999,5559.218119,5634.008824,5656.242809,5668.828932,5725.155632,5784.184608,5807.273634,5936.61904,6166.296376,6253.15152,6358.132981,6198.304499,6300.775388,6511.443727,6663.811622,6789.860003,6890.723224,7019.591789,7164.143497,7024.819503,7292.457804,5916.169345
SUR,10545.02055,10636.25276,10425.33658,9505.423952,9656.934944,9615.694648,9601.650827,10020.67626,10053.80724,9850.074631,9731.058619,10060.18575,10377.5537,10882.13138,11761.77932,12168.33351,12501.53302,13001.38318,13397.02023,13655.7387,14211.87752,14887.93681,15132.25261,15419.30738,15306.69244,14766.79918,13877.98601,14650.49254,13767.11851,11957.77001
SWE,30933.63273,30371.40926,29843.97015,29058.23558,30031.82254,31076.90485,31498.44038,32393.4927,33743.96097,35245.13771,36854.86876,37330.70497,37980.98005,38742.68026,40257.92353,41227.30871,42918.01025,44051.46761,43466.14184,40862.97013,42942.5625,43755.06044,43308.21447,43475.80134,44167.63187,45679.278,46568.17715,45471.69567,46949.28309,38383.43114
SWZ,5378.167768,5322.987151,5370.93354,5429.939265,5455.504073,5605.569907,5696.594636,5743.298014,5766.418926,5825.185825,5839.267051,5837.835663,6048.42325,6245.77658,6426.839172,6745.717803,7056.509128,7253.489219,7183.959074,7161.806823,7296.511119,7323.997665,7528.841673,7865.438371,7870.970748,7758.495563,7723.641059,7784.369123,7738.974566,6517.896201
SYC,14216.5299,14415.67098,15377.31306,15993.4304,15448.33633,15097.194,15608.90136,17272.09496,18360.92166,18340.82816,18453.10977,18018.24135,17687.64112,16835.77295,16416.56087,17812.27995,19086.45369,20968.21668,20064.3024,19764.80709,20365.11893,22556.58257,22618.01239,23540.38038,24221.14426,24856.5599,25630.71009,24902.80475,26382.28735,19121.76438
TCD,1110.43798,1167.350171,1221.2375,996.9555484,1062.908208,1040.916137,1028.642308,1050.229306,1084.729434,1039.46558,993.1829822,1067.947758,1115.037497,1231.115101,1584.67315,1793.406936,1743.617851,1741.487056,1736.919173,1752.119931,1925.195118,1863.845605,1962.87773,2007.077319,2076.650008,2067.101322,1878.378483,2007.376604,1768.153411,1468.273522
TGO,1350.133276,1307.761682,1226.927054,1018.238329,1143.036576,1200.880848,1270.081427,1409.016684,1334.106066,1325.657698,1276.990341,1221.466431,1178.008315,1204.282612,1197.983399,1180.416217,1195.740229,1190.580141,1184.601851,1193.513083,1208.28121,1233.834912,1259.334474,1275.195451,1315.34026,1351.053963,1388.496142,1351.630122,1429.813427,1252.527575
THA,6650.439738,7134.4191,7633.864242,8189.119232,8763.399358,9381.023733,9802.577197,9421.133109,8598.287025,8889.057995,9189.060781,9417.998254,9914.430354,10547.89822,11134.14135,11525.37739,12024.67183,12607.08111,12757.15784,12605.37312,13486.56241,13535.13327,14448.30501,14771.46675,14857.20293,15252.22825,15705.8066,15271.74593,16277.67115,11232.88883
TJK,3644.666922,3312.553008,2308.206925,1898.223406,1471.356424,1269.930252,1042.511314,1045.093741,1084.509437,1107.496064,1179.868723,1277.421441,1388.917218,1511.414636,1633.324595,1706.821159,1788.110936,1886.66563,1991.893162,2022.460983,2106.338756,2211.753822,2324.369287,2440.586951,2546.500484,2640.58952,2762.585453,2649.891819,2896.912851,1946.467254
TKM,8316.756977,7713.442194,6372.936516,6289.5988,5069.65859,4600.950576,4818.178022,4202.477205,4441.334655,5113.152372,5333.089242,5506.288635,5465.458385,5588.665852,5808.663395,6495.367897,7124.610846,7815.008519,8844.633509,9248.886549,9942.426956,11212.53851,12235.36862,13236.03965,14332.36577,14992.32314,15648.37311,14991.02067,16389.02331,8291.343493
TON,3574.195232,3796.296289,3799.366263,3935.289449,4122.04024,4264.232505,4251.701851,4230.479359,4327.156125,4474.119799,4601.738191,4741.90785,4875.696568,4948.320971,4900.630755,4946.881308,4875.434323,4641.842176,4755.610258,4836.417883,4984.19363,5101.456005,5128.53418,4950.709252,5031.629951,5189.842453,5327.2672,5182.913201,5425.620625,4644.236096
TTO,12255.41389,12502.18456,12220.92964,11976.32954,12344.75533,12871.46008,13752.91808,14760.38732,15936.04189,17184.48678,18323.95826,19021.84963,20443.87863,23283.02293,25007.6684,26429.34528,29777.56705,31047.53484,31951.0206,30403.81002,31260.90705,31012.71642,31254.78873,31405.44627,31181.8212,31524.58862,29540.8743,30749.09471,28763.07076,22765.67058
TUN,5614.938383,5706.033665,6018.766664,6023.379562,6095.682127,6131.297603,6468.616998,6727.4545,6963.760802,7305.146991,7573.929213,7791.955558,7832.080845,8138.211054,8578.441655,8802.943118,9179.489146,9698.423639,10003.29949,10195.57651,10436.3656,10120.67717,10404.22409,10579.12288,10767.02765,10765.88625,10761.51453,10764.80948,10849.29739,8411.912253
TUR,11400.17814,11289.90986,11665.21327,12357.18159,11594.01885,12310.20184,13010.25689,13776.05667,13874.09019,13197.75597,13862.05043,12842.35786,13468.49905,14020.93611,15161.62025,16309.68325,17250.77173,17901.47793,17836.80519,16783.44147,17959.25911,19660.88949,20282.02838,21650.75677,22401.88043,23388.4813,23756.48429,23182.28201,25129.34065,16219.34382
TUV,2353.715762,2425.196423,2477.506569,2566.108775,2819.524183,2666.815396,2500.792413,2744.725059,3160.31176,3097.908226,3043.414457,3063.230227,3262.612943,3111.228556,3029.763194,2876.577955,2906.223804,3058.800344,3272.006838,3096.715258,2986.449856,3181.601723,3031.898968,3143.110114,3159.486065,3419.203468,3492.497412,3357.062315,3575.103821,2982.947485
TZA,1472.58375,1454.33064,1414.306721,1384.177184,1361.412353,1368.211617,1390.970798,1402.619589,1418.133015,1449.367072,1481.527903,1528.500436,1593.244872,1655.221156,1733.517325,1820.07786,1847.602651,1942.488616,1986.914954,2028.609813,2090.583225,2186.131582,2227.828714,2316.44306,2402.099346,2490.957101,2583.589673,2492.215373,2683.304024,1811.241252
UGA,769.4524841,785.1074145,785.2856907,823.1969913,848.0949739,916.2448658,968.6436054,987.138325,1004.066031,1051.312041,1049.778625,1067.961203,1122.249626,1154.200711,1190.574441,1222.703216,1308.421644,1370.274595,1439.110548,1485.027085,1515.866412,1602.544811,1608.439799,1610.810913,1637.275081,1665.949905,1687.082736,1663.435907,1697.706511,1227.661439
UKR,10463.95996,9563.882136,8611.474559,7382.299722,5717.528569,5059.822915,4594.432331,4497.390275,4451.547944,4484.733006,4797.380277,5291.680225,5622.439849,6201.06328,7004.327676,7246.351027,7828.081179,8497.059496,8739.686077,7479.34217,7824.498452,8281.867126,8322.173034,8338.91505,8243.473515,7464.939834,7668.055776,7792.156375,7894.392926,7056.171371
