,Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths)
SLE,7014.620456999999,6822.819412000001,6561.934867,6319.839076,6738.812497,6511.734972,6051.999367,6026.874076,5924.2589179999995,5701.885456,5626.2315100000005,5600.725445,5496.413068,5378.734963,5378.463628,5202.1757689999995,5000.0827850000005,4710.956993,4363.564525,4255.10596,4248.807186,4169.993062,4431.7226200000005,4177.9023210000005,4144.775034,4081.8540700000003,3996.121434,4037.030967,5429.356215,5277.89346,5073.5945409999995,4882.880301,5203.089434,5025.357257,4667.98117,4646.07545,4565.756227000001,4392.294207,4331.743572,4309.9631549999995,4226.614332,4133.760300999999,4130.87518,3993.719573,3835.4178859999997,3609.867148,3340.109955,3253.528151,3244.8140829999998,3180.732381,3375.148525,3174.495547,3142.793068,3089.5402,3019.875301,3046.3553629999997,5095.438787,4953.903283,4751.226323,4561.67395,4739.941994,4600.9417140000005,4358.3172380000005,4352.421664,4270.804349,4149.4626530000005,4130.528054,4142.593881000001,4104.083332,4048.454588,4059.790735,3953.9200119999996,3831.387796,3650.4719219999997,3423.851207,3353.8416,3357.73396,3294.586959,3426.0166159999994,3283.860781,3247.1106839999998,3183.146051,3101.596719,3107.8626600000002
SLV,1813.6013899999998,1695.881066,1576.5897,1411.129299,1309.69436,1157.214482,1065.324265,953.4503871,827.9069517999999,707.8684419,598.2894,501.98757300000005,438.14331519999996,386.3789258,348.36934660000003,313.52053060000003,280.8882165,264.19677360000003,245.5500309,234.75302250000001,225.6547151,218.4164173,215.49853969999998,213.633145,209.87846150000001,206.0685716,202.394898,204.56241730000002,1319.254955,1235.382625,1150.647325,1033.627455,964.2274986,855.489152,789.8935124,708.4094786,617.2194119,528.2108267,447.0927771000001,375.6461715,328.03693389999995,289.1402473,260.3799659,234.0458384,209.34795780000002,197.1664043,182.933473,174.23737769999997,166.777477,160.4209368,157.2943627,154.7361762,150.5356198,146.45479540000002,142.3344975,142.1526011,813.8029482000001,761.4902394,713.3346975,644.5526934999999,602.5111982999999,533.7524356,494.7735847,448.1542364,399.008445,350.24681699999996,304.53490639999995,266.9002952,240.9299588,223.6216403,212.81581519999997,200.5879831,186.021649,182.8566042,173.2645785,172.9399132,167.4512139,166.2218242,162.47612819999998,166.1079911,171.8495926,169.86326709999997,166.0002375,165.0318669
SOM,10118.18376,10290.4712,10907.22585,11627.37182,13367.61592,13155.64949,13686.195090000001,13715.63595,13898.960790000001,14258.587980000002,14040.957230000002,13566.30118,13546.02141,13373.68736,13139.2478,12894.723,12250.19335,13053.6768,12018.72531,11363.60274,10695.34118,10844.94001,9630.035034999999,9302.579051,9028.447889000001,8855.953495,8855.275988,8842.082531,7841.209973999999,7976.644314,8457.580544,9019.564484,10373.71581,10212.587809999999,10623.80358,10644.15775,10783.26801,11057.14132,10883.70012,10506.28333,10482.8634,10341.960579999999,10157.50837,9960.884481000001,9460.16957,10079.58987,9280.995797,8769.357842,8245.208501000001,8346.4303,7413.405798999999,7159.908125,6949.5469,6812.223684999999,6807.975320999999,6791.882706,7284.125943000001,7470.260604000001,7933.670875,8416.063184,9439.7717,9439.005083,9761.627048999999,9804.796070999999,9905.03735,10055.49261,9907.288218000002,9589.823522,9521.211051999999,9363.504658,9173.213237,8978.385220999999,8631.944072,9114.853320999999,8650.98833,8279.964367,7866.533665999999,7892.626974,7213.538812000001,7000.075752,6835.387359,6691.189322,6667.865179,6631.363483
SRB,16.08199935,13.71880654,14.17558493,13.96416822,13.80822228,13.54602558,12.84221217,12.11281524,11.0904317,10.54124687,10.75921099,10.80034065,10.97022585,11.2368234,11.25222354,11.53666435,11.40807827,11.49033113,12.09614467,13.31012233,14.88173155,17.14693753,19.276695999999998,21.20070758,22.79730365,23.4467245,22.927009299999998,21.97991922,8.962377603,7.387708441,7.425298047,7.226254912000001,7.091061486,6.8724017889999995,6.400804716000001,5.880613626000001,5.223965751000001,4.89287625,4.831582981,4.719613881,4.653089356000001,4.59035623,4.389486074,4.309339815,4.169411958,4.152107591,4.288904336,4.635555512,5.086075762,5.786458197000001,6.3977471889999995,6.875189439,7.2462426010000005,7.325313209,7.103064102,6.777386898,16.89550097,14.74105273,15.50278173,15.81961968,16.12337356,16.46446949,16.1306902,15.67739653,14.07687225,13.7001608,13.41561094,12.87629272,12.65334769,12.41832594,11.80452103,11.29176216,10.47396831,9.76916456,9.552565547999999,9.662367682000001,9.74565448,10.25915199,10.78213858,11.09696628,11.65451169,12.04018263,11.7136351,11.40982108
SSD,8231.107798000001,8245.921009,8403.174743000001,8542.842326,8638.066895,8689.101134,8671.069878,8472.156036,8376.082573,8362.984033,8422.535276,8254.648994,8156.512282,8189.6979790000005,8405.311209,8873.285689,9995.567442,9698.218579999999,9448.278782,9277.883247,9127.656844,9228.776286,9494.552431,9839.334356,9944.080467,9958.140258,9694.768291,9584.019806999999,6405.798739,6416.751625,6541.543143,6652.648257,6729.631234,6770.5319469999995,6757.668815000001,6603.667814,6528.716179,6518.2198149999995,6564.87328,6438.904904,6366.956599,6397.758546999999,6570.972011,6941.164072,7823.467763,7594.710891,7402.629419,7270.86846,7154.3994170000005,7233.047547,7442.048697,7712.640615,7796.742717,7807.6079930000005,7601.599437000001,7514.26187,5881.948125,5902.402764,6020.280117,6125.94526,6191.807750999999,6232.765165999999,6226.292901,6087.936196,6025.447921,5988.286602,5999.997351,5878.175039,5804.722632999999,5825.776018,5974.3115,6304.471427,6982.257754,6898.878395999999,6829.4432480000005,6769.449702,6692.924926,6762.392437,6945.034616,7177.014002,7185.201568,7187.115682,6959.700361,6860.264795
STP,88.24808266,80.69157016,79.50809742,79.77712132,80.94087098,81.19754128,79.63302622,78.12142876,76.64186333,73.97628242,76.24802688,71.12151533,66.58450148,64.39658951,59.967141500000004,81.11825208,57.87839349,46.64264358,48.4162255,40.47384529,35.33558021,28.95325548,24.08799456,19.91423307,16.31824325,14.0727552,13.09710349,12.98855667,67.89585946,61.99937657,61.01436282,61.12534218,61.91528139,62.02079358,60.71602723,59.43868243,58.17586286,55.99981079,57.56158908,53.58963774,50.05998684,48.28936683,44.81661343,60.42698984,42.94812097,34.47088852,35.65353955,29.57160121,25.57679462,20.73879903,17.04736601,13.90211453,11.21863294,9.551839439,8.777324416,8.609335313999999,65.08696717,61.33983379,60.78836,61.08670105,61.93834492,62.09738988,61.15681,60.24597996,59.19072917,57.17436518,58.25827816,54.728217799999996,51.60324078,50.05212656,47.11526929,56.43121969,44.5608686,38.54306448,39.3213995,35.0651977,32.16926143,28.82213871,26.37784551,23.98145033,21.53983409,20.1407478,19.45057759,19.2881318
SUR,81.65215909,78.26977448,74.97026088,71.31565071,67.91662207,64.74588686,62.51193794,60.74848955,56.62448001,53.28195979,49.41626364,44.95164133,42.19277484,40.06356841,38.54590726,37.05029268,35.29658899,34.03019649,32.45278863,31.08083521,30.07072509,29.56558356,29.54307693,29.61806798,30.39334353,29.55061455,29.22275412,29.3238213,47.21658807,44.351857,41.59942265,38.92122558,36.61107235,34.59368284,33.03274543,31.58067687,28.86098241,26.63559843,24.37641929,21.65556786,19.68091147,18.07867734,16.872176100000004,15.89049669,14.88824115,14.13435355,13.22277492,12.37841329,11.69387541,11.2405054,11.01548973,10.84138306,10.95791123,10.47812496,10.24125843,10.22026932,36.48682934,35.00312532,33.71695976,32.52394838,31.23072562,30.06608015,29.44112853,29.03437764,27.82731441,26.87516086,25.56443074,24.20260197,23.34200313,22.91084442,22.3847291,21.71570271,20.93169471,20.53947298,19.94751953,19.43635938,19.20269288,19.0922478,19.254998899999997,19.65051391,20.24544765,20.05585331,20.0224624,20.05397412
SVK,6.5319590089999995,6.34291472,5.885044497999999,5.424866432000001,5.105765389,4.904026422,4.802944064,4.752365621,4.7053176930000005,4.694006386,4.635769901000001,4.498406451,4.567091908,4.660649942,4.71494154,4.7923076369999995,4.712760881,4.686462741000001,4.642217811,4.7211648980000005,4.647578375,4.757815957,4.928415788,5.080409598,5.1534695269999995,5.2466632010000005,5.070874437,4.912026032,2.368923182,2.229464784,1.980776581,1.7251984040000001,1.5251613000000002,1.3948157190000001,1.317887284,1.256810347,1.1969704909999999,1.149563943,1.0927789479999999,1.023743762,1.00761574,1.001468793,0.9802736259999999,0.960403507,0.931864956,0.9144507820000001,0.8962299709999999,0.904593588,0.880205965,0.862148343,0.855778622,0.848292796,0.850827705,0.8598030329999999,0.82372668,0.7876240520000001,19.28177458,18.83176518,17.66367735,16.26190943,15.00618726,14.35472242,13.13326409,12.43732578,11.36647532,10.51682347,9.922510158,9.577211644,9.387772642,9.390703979,9.376210775,9.666705886,9.686467895,9.848961261,9.707346757,9.674718921,9.501295017999999,9.489130017,9.391862806,9.283927689,9.230285699,9.475843226,9.246402777,9.202578042999999
SVN,1.201745178,1.250924154,1.149340952,1.06361275,0.928933978,1.005990764,1.035612475,1.210404682,1.208405669,0.970148363,1.1118395220000001,1.139040858,1.180610299,1.109679174,1.051626055,1.0383835670000001,0.941579097,0.88482327,0.908119474,0.9076737690000001,0.8943849979999999,0.962653558,1.005129256,1.064188835,1.083631335,1.147518019,1.119420525,1.122573788,0.566928326,0.574903014,0.513954867,0.464979326,0.397411545,0.420360035,0.42415674200000003,0.48451666200000004,0.47271653700000005,0.36997275799999996,0.412679635,0.41331200100000004,0.419498053,0.386392549,0.350415091,0.331650072,0.297810297,0.27658704,0.280776611,0.279579847,0.27423368,0.284247879,0.286641906,0.291966217,0.293204098,0.30801615,0.298152971,0.296422487,3.384282283,3.3393535069999998,3.3343625489999997,3.491483225,3.629026133,3.795653055,3.954335854,4.298752913,4.427172881000001,4.3513356739999995,4.198093302,4.008358358,3.974885473,3.915458867,3.790058005,3.574546658,3.335326942,3.1451240210000004,3.0452392089999996,2.991866581,2.90520558,2.967721272,3.101820507,3.163184902,3.064545288,3.1889943460000003,3.2525944360000003,3.351065452
SWE,2.796305245,2.695502035,2.690485386,2.822402176,2.675138039,2.749057553,2.934796963,3.07695045,3.386406537,3.897803006,4.358598522,5.214843822,6.199786358,7.136318722,7.586823041000001,8.906268857999999,10.22191763,11.95531177,13.44508358,15.6528061,16.9685229,18.11734169,18.44812988,18.75272767,18.47438803,18.37358674,18.36537963,17.31104825,2.646926048,2.4497783859999998,2.45395643,2.59093346,2.478786182,2.577140413,2.7918994560000003,2.9768619860000003,3.3297701460000004,3.9047588710000003,4.452714601,5.4347141820000004,5.862155324,6.645050975,6.941182166,8.02616432,9.084261923,10.50361771,11.65785792,13.41226627,14.28703234,14.98438196,15.045961100000001,15.02751259,14.56463717,14.27570299,14.07949208,13.12070712,24.00870773,23.83396234,23.57680014,23.82048796,22.52520439,22.53310565,22.70078213,21.97363209,21.68768625,22.20965161,22.29116117,22.46690024,23.07583853,23.21531345,23.31253846,24.21697779,25.17286833,26.88853883,28.30310591,30.19037749,31.06633977,32.82710663,33.62589598,34.2106016,33.95373687,34.46005401,34.43867239,33.73902148
SWZ,618.8616902000001,613.3907622,637.3030322000001,615.1167325,626.7793325,659.633791,671.8290754,692.4163702999999,714.6790744,749.5589811000001,792.1683935,869.1744677000002,777.9949349,776.4866049999999,763.4289463,732.3543006,720.1572402,715.7067134,710.5401039,700.0551475,665.2149158,614.8220477000001,574.4960304,538.8766651000001,499.79864360000005,468.3103525,447.4068344,439.90334169999994,452.93330089999995,449.8395908,468.3912393,453.00219450000003,462.6849215,488.1868006,498.3604703,514.9175197,532.6133649,559.607579,592.3537886,650.4376916,582.536246,581.7783786,572.6688616,549.6289164,540.6300073,537.0124966,532.7358138999999,524.2458780000001,497.4134665,458.6901017,427.4542419,399.4748983,368.96120460000003,343.856866,326.92793969999997,320.1589775,383.004976,377.6948127,386.2728694,373.08727289999996,377.8619639,395.1054383,400.9854012,410.3018894,422.3657158,442.47272230000004,468.3158222,507.50839169999995,468.1501961,468.3971476,461.68342659999996,446.06827400000003,437.2009498,432.17474580000004,426.2629158,416.1330122,393.66355519999996,363.7640349,341.7079202,321.96293280000003,299.5483876,281.2681207,268.7354316,262.2242411
SYC,1.591049191,1.560551917,1.528038887,1.4891038540000001,1.425070829,1.374761892,1.342053341,1.330964865,1.31311751,1.3313751740000002,1.39156946,1.459223546,1.4157940230000001,1.4123898209999999,1.460713771,1.4654055780000002,1.497511426,2.241122124,1.559988532,1.582228461,1.607255581,1.629065115,1.616677234,1.590541305,1.586441922,1.596657749,1.596452982,1.6288226909999999,0.9838110059999999,0.9421208940000001,0.900145208,0.8553326529999999,0.798516543,0.751996309,0.715586975,0.6906899120000001,0.66259137,0.654700202,0.667696932,0.683302317,0.64594507,0.628396512,0.635152797,0.621466454,0.620429557,0.9063765859999999,0.61363055,0.607443731,0.601605817,0.590344489,0.564177278,0.539731616,0.526203725,0.5150978039999999,0.495439625,0.48846660700000005,2.0040057119999997,2.0524309880000002,2.072600165,2.067777302,2.037617328,1.9997361619999998,1.9636023830000002,1.9157141880000002,1.868756281,1.8343072630000001,1.817619804,1.817722378,1.819302617,1.83453796,1.90754713,1.9769492309999999,2.013646063,2.161876147,2.096541708,2.16738499,2.204145427,2.2343181309999998,2.291809302,2.316209413,2.3056132000000003,2.3019275919999997,2.2534961019999997,2.21440378
SYR,610.9179356000001,551.0097614,483.2168525,449.4341081,412.2785932,388.5667722,291.4908785,231.7191148,191.6922274,169.0272221,135.6936826,114.20490290000001,96.65109571,77.21820229,69.72852054,62.57159626,57.48433684,53.06700216,53.79048941,50.08204154,48.19392529,44.39474366,39.48623004,35.11052758,31.93958674,29.71826816,28.3810131,28.0321076,396.70214239999996,352.58081539999995,304.1838355,277.6932578,250.15723250000002,232.3315321,171.7851321,134.4938536,109.56484909999999,95.47731188,75.63475863,62.79491646,52.20789722,40.83248496,35.80102516,30.98583778,27.50612112,24.73161862,24.25977643,21.584445600000002,19.79424287,17.40585771,14.90066152,12.91874991,11.44479067,10.3456495,9.579388655,9.244243265,292.75453960000004,264.7402149,233.3390624,214.59123530000002,198.9925488,186.2461646,153.5610562,131.8978838,115.9936846,106.21394280000001,92.94917622,84.67386372,80.78202691,72.21295221,72.10529697,73.64831877,76.39547845,79.06183494,88.63494791,89.85148349,90.67318369,86.71062454,81.40378018,77.00629874,73.41955294,69.78875891,67.37390885,65.84599093
TCD,15693.54645,16973.70805,15949.53491,16356.71675,16636.229040000002,17015.839069999998,17721.419019999998,17984.206319999998,18161.2071,18351.283069999998,18543.536369999998,19285.91815,19507.79329,19911.83355,20301.102890000002,20025.94772,20533.240680000003,21004.49227,20694.90614,20705.01884,21033.91473,20902.72809,20293.44233,20613.86745,20373.53082,20813.756680000002,20971.27366,21210.82881,12284.70695,13287.33562,12487.543090000001,12808.311000000002,13025.993709999999,13323.899959999999,13877.33868,14076.057840000001,14207.868540000001,14352.07868,14494.930330000001,15071.334069999999,15241.88804,15552.689830000001,15857.987219999999,15636.440859999999,16025.34799,16386.080530000003,16139.90002,16145.06414,16398.18714,16292.95422,15817.00803,16064.29384,15880.62597,16216.354790000001,16333.94076,16517.250809999998,9858.731476,10520.12317,10017.97862,10282.38365,10460.8173,10711.90823,11145.18093,11335.2068,11495.02469,11643.4353,11798.276670000001,12217.53749,12365.86319,12585.32032,12748.21747,12547.5577,12842.57588,13139.4642,12959.51752,12976.024370000001,13158.33406,13107.74508,12819.56045,13057.68198,12955.99338,13232.71837,13347.4576,13485.45289
TGO,4626.621409,4565.838436,4391.488093,4232.895162,4095.1262020000004,3952.7224100000003,3870.945893,3841.6997549999996,4057.7838009999996,3936.0208369999996,3971.606992,4105.927841,4187.2616259999995,4146.327595000001,4083.701561,4017.663488,3888.3382509999997,3661.6577409999995,3579.280308,3540.5419490000004,3454.951613,3363.4469729999996,3247.306341,3092.461001,2986.5626829999997,2840.32362,2724.1644100000003,2702.491929,3557.043592,3508.636159,3373.151479,3250.171415,3142.993723,3031.9101170000004,2967.82667,2943.253169,3107.0969010000003,3006.324231,3026.729174,3124.328734,3180.776104,3144.052315,3090.426438,3034.484932,2930.48265,2754.4946640000003,2687.027419,2651.7329640000003,2580.592671,2506.932977,2414.352911,2292.2703149999998,2206.92698,2091.404479,1999.123896,1977.3716989999998,2999.6103789999997,2967.3125170000003,2875.171694,2798.6286760000003,2729.529145,2653.2417579999997,2607.153272,2593.2987780000003,2709.546353,2646.2410760000002,2663.832495,2734.4325120000003,2794.086628,2765.830148,2719.678125,2679.3738780000003,2610.784117,2485.989659,2444.486038,2428.157341,2381.115895,2335.742534,2269.359989,2176.3324850000004,2108.033813,2018.590473,1946.035828,1927.456766
THA,4193.746054,3950.5365079999997,3761.7339520000005,3599.408093,3351.9402489999998,3165.139901,3035.816339,2874.264169,2802.38788,2861.196322,2854.5451399999997,2830.680354,2833.93165,2810.197037,2832.540346,2834.923212,2825.5102420000003,2829.693089,2819.858629,2820.103978,2835.009888,2848.772503,2867.3929989999997,2881.0664100000004,2979.232048,3090.509664,3276.942468,3424.406866,1809.5073260000001,1595.5998,1417.574308,1267.606129,1098.282246,954.4148964,838.5621655,736.0363751,676.0758852000001,648.6635417,589.1643617000001,520.630039,466.9635171,415.65993510000004,374.31850299999996,335.4234791,320.8108338,304.285819,284.86972180000004,268.2498148,251.04923849999997,233.0968304,213.2287298,203.4096866,199.11822819999998,196.2142265,197.31179330000003,196.9656894,1947.052463,1849.864196,1776.432611,1724.459961,1644.504163,1587.050948,1553.064837,1468.977203,1455.444418,1532.57661,1569.1018279999998,1576.686348,1630.619015,1647.709697,1692.143182,1735.4894960000001,1800.2294420000003,1872.852869,1945.22932,2006.561164,2116.851652,2210.830496,2289.622943,2342.010135,2410.651031,2460.916002,2535.703042,2570.368924
TJK,2589.7147609999997,2541.467775,2543.298034,2499.093366,2426.994103,2354.376159,2271.760581,2175.420205,2062.134616,1918.390343,1789.250248,1621.0729039999999,1449.116016,1289.7920589999999,1155.5019300000001,1072.720799,1025.252344,989.0542257999999,981.4917265,983.0952161,998.7764017999999,1018.594683,1044.98035,1086.053608,1114.836034,1141.218776,1159.3213230000001,1138.6004890000002,2300.586111,2258.979319,2258.143157,2214.67938,2144.442998,2072.4810390000002,1990.652341,1896.6326219999999,1788.514803,1655.563482,1537.514111,1383.71523,1229.1709859999999,1088.6061539999998,977.0512650000001,909.9378539999999,872.7224556,845.2342256000001,847.7632,858.2867287,878.5959634999999,900.415485,927.6424015,968.0832178999999,997.0389242000001,1023.864345,1043.233391,1026.972233,1093.086505,1047.536939,1038.850702,1024.654426,1016.3839439999999,1000.937706,984.8177507000001,963.5660058,938.4833054999999,904.9800365,868.3777877,810.9210982999999,744.258604,679.360334,624.1006242999999,589.1365598,571.2814112000001,556.7804012,547.1516187000001,541.4531762999999,544.1444353999999,550.8918299,559.1161482000001,570.1009375,571.6795091,570.1332828,564.8643473999999,546.2755517
TKM,680.2373875,586.4979613,562.8206029,567.0450274,640.7990308,675.1644492,676.8135517000001,653.5746507,604.995432,523.3127254999999,457.4785977,392.19905439999997,332.12411480000003,276.472896,235.26990550000002,209.0683696,182.3555112,161.87596680000001,145.6244435,128.9114447,110.6474957,91.92808598,72.6474181,62.27515476,51.07179433,48.81865189,45.31867003,44.49983181,586.4985241,506.12575419999996,485.89958889999997,489.6473235,553.2753316000001,582.4162541000001,582.7826488,561.3693958,518.4282822,447.46175,390.5578349,333.8457193,281.72756810000004,233.6663528,198.21456519999998,175.614477,152.5998792,135.174021,121.48661740000001,107.420275,92.11596907,76.12052872,59.77809424,50.94447114,41.56293935,39.54649189,36.69342284,36.00796333,346.52768330000004,312.5336368,300.37096099999997,296.12391569999994,315.9773207,325.3890249,325.1415741,321.9346488,305.9575278,273.7071325,244.6844028,218.80528059999997,192.822429,171.5465138,154.13840469999997,140.47117350000002,129.15177250000002,118.95835020000001,110.0760185,99.06908341,86.86167143,77.40592041,68.34443076,61.60375853,54.83348875,51.02275267,46.63008397,43.54641493
TLS,454.49379460000006,431.2621339,408.8243374,384.5978443,361.3704729,337.69563839999995,315.6596969,286.9539117,265.0614373,256.16574249999996,253.3752327,243.1599591,235.4931287,232.88091119999999,229.7860037,215.5581398,200.1392235,195.3056564,188.09430580000003,179.9016072,175.45990519999998,162.4130258,155.2938248,145.2366989,139.472755,134.67100559999997,133.722736,135.4508323,368.6763498,350.7162284,333.26411310000003,314.46400980000004,296.406474,278.1236096,261.1869706,238.6264136,221.53984559999998,214.70744930000004,213.1608872,205.5000116,198.8983375,196.69190519999998,194.242872,182.2755976,169.2399925,164.8429424,156.956055,148.04078710000002,143.499662,131.9125486,125.3113856,116.6442549,111.6547207,107.442949,106.54368390000002,107.872781,244.0438812,229.9695642,215.47152340000002,199.92648359999998,184.1859231,167.9827494,152.4354803,133.8319526,118.43981310000001,109.240555,101.4966921,91.83992937,87.21636207,85.09085367,83.2903692,77.57908478,70.56967157,67.87876701,66.12190281,64.53174027,63.58807423,60.81744444,59.9697966,58.24936182,57.43327492,56.30833971,56.21162419,56.68083642
TON,3.9661849289999997,3.8688050389999997,3.796041438,3.7389927339999995,3.6619204460000003,3.6458136660000005,3.547589622,3.366356337,3.177153815,3.101100041,3.0189188710000003,2.9268412010000002,2.8176004010000004,2.716120825,2.608303065,2.534931294,2.4854970030000003,2.43502983,2.32905138,2.2805410719999997,2.265414828,2.213267481,2.156841683,2.106650241,2.055238812,2.005299024,1.9710049019999998,1.97845758,2.455419831,2.361508917,2.284740778,2.21904968,2.141908913,2.102105715,2.019710994,1.87540302,1.747332391,1.6857359669999998,1.624455281,1.556433746,1.4749124869999999,1.398327387,1.322541304,1.26898897,1.210135905,1.152457568,1.047806272,1.010606512,0.987191941,0.9453761340000001,0.903380098,0.86842648,0.833229468,0.797927215,0.769184812,0.758211095,2.386191038,2.304062973,2.220900673,2.166349178,2.103288601,2.0474233809999998,1.9879060169999998,1.844693764,1.7509315069999998,1.710357184,1.6350532690000001,1.555125333,1.480822855,1.407205449,1.331215195,1.267169157,1.2463832590000001,1.22477606,1.152853243,1.140345992,1.1376929690000002,1.132419192,1.1248923290000001,1.1296040520000001,1.113923134,1.091564019,1.0667790529999999,1.051236679
TTO,36.75273362,35.99433207,36.38992598,36.27755948,36.23484341,35.90240133,32.75399602,30.06598021,28.72961882,29.04954111,27.57837203,26.52585326,25.27433028,23.76472036,21.26905182,19.7924635,18.81211993,16.92013959,17.48823436,17.32797729,17.03621294,16.175922,16.467536600000003,17.07099535,17.3400365,17.52886814,17.98642091,18.26589455,22.14950095,21.48743139,21.50926017,21.21663958,20.94725486,20.44101137,18.29008638,16.39992418,15.25672971,14.92717516,13.66709265,12.56764657,11.38126405,10.09601392,8.497604897999999,7.437933954,6.657740486000001,5.742162236,5.71875385,5.562920687,5.400052597,5.0804714010000005,5.15322697,5.320239127,5.409532406,5.498955277,5.686269366,5.821698195,27.90558394,27.46553609,27.67636162,28.10688409,28.45010031,27.73390853,26.52152543,24.61408421,24.17014754,23.16764222,20.886287600000003,20.03109255,19.680248100000004,19.52565501,18.546639399999997,17.75792403,16.85297212,16.20877841,16.58793577,16.41013708,15.83257024,15.17052868,15.73321015,16.63703622,17.11384402,17.44483548,18.11138287,18.5711431
TUN,292.8089894,251.73088650000003,216.75811769999996,186.1137749,160.1039241,139.1665619,120.3549061,109.08058490000002,98.65420481,91.60327178,84.75179775,80.0245742,76.58566065,73.39855425,71.53996796,71.32286606,71.78170932,72.49094609999999,73.47748055,74.83061297,76.80134973,77.74190663,76.62315317,75.66893312,74.59039057,73.24193244,71.84943283,71.84728566,191.4325449,159.9721362,133.51217649999998,110.7969366,92.12899269,77.35343431,64.11821191,55.52046571,47.96204327,42.42316369,37.47187805,33.87902205,32.18572621,30.61530484,29.80147284,30.03899529,30.5891099,31.37362408,32.33307476,33.33561516,34.68096253,35.62504993,34.36547022,33.19504805,31.85347514,30.26188274,28.72322518,27.81018907,192.6749514,171.8593188,153.7253517,137.8604801,124.3242735,113.05571909999999,101.84071899999999,95.47519998,89.38598658,85.50826426,81.95863046,79.24619378,77.1566831,74.67888797,73.43729795,73.34743192,73.55041336,73.91346153,74.33191319,75.1643088,76.53850951,77.70249181,77.15562296,77.04354786,77.00755513,76.80496623,76.53581922,76.84671488
TUR,7014.1809060000005,6324.564961,5792.613182,5410.6733619999995,5242.184972,5101.924358,4779.205557,4558.781457,4244.331008,3748.9954009999997,3147.139321,2726.534016,2432.387465,1633.024924,1143.343058,840.8698499,666.9543842,559.4212611,494.030912,454.0784191000001,426.43971600000003,402.9405677,392.82273829999997,385.1529123,369.17240919999995,353.51098019999995,337.7229863,329.134159,4544.156872,4082.283533,3723.096561,3448.927774,3306.355295,3174.135961,2914.3693359999997,2709.533821,2460.202949,2124.783355,1741.0407510000002,1472.7842640000001,1287.42379,847.0672698999999,576.0207972000001,411.2851618,314.0720278,252.1345091,212.11422349999998,184.6969415,164.2032895,145.9658522,133.2775909,122.9582627,111.099098,100.35299870000001,90.90078708,84.67131141,3453.8171490000004,3094.683051,2820.1208420000003,2616.6802,2518.0666100000003,2432.175374,2281.627274,2178.7289,2032.8183370000002,1806.0388030000001,1536.742612,1368.720139,1235.475132,963.3038961000001,766.9444792,639.2682298999999,559.3267943,504.3451478,465.65644299999997,449.0933972,432.7766157,418.92666010000005,420.9613136,432.2463915,444.40781389999995,439.4873538,427.47474730000005,418.35659439999995
