Code,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,pop_2017,pop_mean56,pop_mean3
MDA,90.74441774,92.79966559,94.78524402,96.63148361,98.40805378,100.0801198,101.6476818,103.1107395,104.5737973,106.0368551,107.5695823,109.0674748,110.5653673,111.9935904,113.2476399,114.3971854,115.3725572,116.3130944,117.2536315,118.2986728,119.4482182,120.667433,121.9214826,123.1755321,124.3599122,125.4746229,126.5544989,127.4950361,128.2265649,128.7490856,129.0277633,129.0974327,128.5649772,128.2621538,127.7539889,127.4984531,127.0719477,127.0648068,126.9095939,126.7399798,126.4568722,126.1643626,125.8534155,125.4986593,125.1501027,124.802764,124.513872,124.2770912,124.1203049,124.1693101,124.0975355,124.0380179,123.9184455,123.8860557,123.806319,123.7312851,123.6545094,118.6859519,123.8078866
MDG,8.982302163,9.204015201,9.434121471,9.672875469,9.920586718,10.17745125,10.44386629,10.72061251,11.00856519,11.30843106,11.62061079,11.94521443,12.28226261,12.63159886,12.99313203,13.36700657,13.75342023,14.15245383,14.56421226,14.98874196,15.42687519,15.87875125,16.34329711,16.81891529,17.30490594,17.80121746,18.30958146,18.83343364,19.3772707,19.94468652,20.53653919,21.15303504,21.79636826,22.46886371,23.17192283,23.90667538,24.67217044,25.46478488,26.27939781,27.11216081,27.96184613,28.82882863,29.71272999,30.61353819,31.53132029,32.46598342,33.41734532,34.3853716,35.37008804,36.3717715,37.37390146,38.40970273,39.46570299,40.54623754,41.65364043,42.78884668,43.95134926,21.94071119,41.66290822
MDV,307.8333333,316.46,325.28,334.0466667,342.5533333,350.6333333,358.46,366.53,375.5033333,385.8933333,397.9266667,411.47,425.97,440.65,455.0633333,468.8833333,482.4533333,496.3066667,511.2866667,527.95,546.45,566.5333333,587.8533333,609.8433333,632.1233333,654.5233333,677.08,699.6166667,721.9833333,744.05,765.8466667,787.3,808.1966667,828.11,846.94,864.4233333,880.9166667,897.3533333,914.9466667,934.6133333,956.7566667,981.1366667,1007.363333,1034.743333,1062.786667,1091.236667,1120.233333,1150.18,1181.67,1215.036667,1250.436667,1287.343333,1324.656667,1360.823333,1394.676667,1425.853333,1454.433333,760.51269,1393.784444
MEX,20.26498933,20.91081972,21.57456725,22.25585637,22.95483063,23.66883819,24.39867898,25.15189125,25.93867178,26.76502019,27.63379922,28.53887754,29.4660804,30.3959428,31.31376784,32.21469842,33.10058592,33.9718038,34.83098279,35.6803781,36.51955812,37.34794259,38.16793025,38.98279534,39.79562592,40.60501813,41.41210011,42.22532421,43.05557808,43.90950076,44.79102446,45.69475038,46.60637002,47.50592711,48.37859976,49.22320636,50.04333393,50.8353898,51.59627511,52.32628051,53.01940276,53.68224903,54.34319453,55.04029579,55.79990638,56.63333831,57.53046426,58.46951259,59.41779778,60.35080172,61.26187248,62.15607757,63.03452712,63.90164356,64.76038427,65.60890095,66.44372335,43.00890709,64.75697626
MKD,59.28643335,60.05155328,60.85135667,61.7043256,62.62021235,63.61753834,64.68513567,65.76480535,66.77715297,67.66810853,68.40428628,69.01124656,69.56319308,70.16901298,70.90090444,71.78733779,72.79075895,73.83751475,74.82182462,75.66641762,76.34801416,76.88725914,77.30613449,77.64117184,77.92111679,78.15721589,78.34345262,78.47082186,78.52418403,78.49893826,78.38387731,78.20129768,78.01918993,77.92776249,77.98867479,78.23212741,78.63149823,79.12139206,79.60652772,80.0164766,80.33197011,80.57129375,80.74817145,80.89056233,81.01738105,81.13035785,81.86516052,81.9412604,82.04175258,82.10701824,82.1722046,82.23774782,82.30527359,82.37490087,82.44678826,82.522046,82.59952419,75.50016958,82.44791171
MLI,4.361833813,4.410270532,4.45964399,4.510569665,4.56362042,4.61883723,4.67648399,4.737651513,4.80368795,4.875507093,4.953761299,5.038115375,5.127223629,5.219144559,5.312515264,5.406349011,5.501111302,5.598550226,5.701226039,5.810673748,5.928833214,6.054512822,6.182433064,6.305302453,6.418581532,6.51961088,6.611886673,6.704470615,6.810030405,6.937598243,7.091120235,7.267936141,7.462339472,7.665515207,7.871274146,8.078094395,8.288950082,8.5075562,8.739395504,8.988509986,9.255327449,9.538620215,9.83873659,10.15571837,10.48915579,10.84016751,11.20776764,11.58689712,11.97075619,12.35470296,12.73653202,13.11817832,13.50430507,13.9018071,14.31572542,14.74756964,15.19597768,7.875064439,14.32170072
MLT,1016.40625,1012.1875,1007.96875,1003.90625,996.25,985,973.59375,962.1875,950.9375,945.78125,945.9375,945.15625,944.375,943.7375,950.69375,955.54375,959.28125,969.31875,979.19375,989.515625,996.81875,1018.43125,1032.8875,1033.103125,1051.4125,1069.128125,1076.515625,1085.390625,1096.00625,1106.78125,1137.015625,1148.80625,1160.3375,1171.240625,1179.434375,1187.203125,1196.221875,1204.021875,1211.18125,1219.021875,1228.2125,1237.403125,1245.56875,1253.9625,1261.98125,1266.5875,1271.0125,1279.309375,1288.990625,1295.3375,1300.8375,1312.5875,1331.146875,1357.99375,1390.790625,1422.9875,1454.0375,1123.099616,1390.590625
MMR,32.80292714,33.50677847,34.23187869,34.99057594,35.79145117,36.63766258,37.52570309,38.44923953,39.3987254,40.36697218,41.35169232,42.3541696,43.37506656,44.41615509,45.4784206,46.55879365,47.65480919,48.76859871,49.90343055,51.05993818,52.23724638,53.42885669,54.62243015,55.80207485,56.9548857,58.07958503,59.1750176,60.22912446,61.22786976,62.16337179,63.02622028,63.82388989,64.58637268,65.35517795,66.15936591,67.00937969,67.89412278,68.79446553,69.68117483,70.53196744,71.34680968,72.13058114,72.87219451,73.57244498,74.20505388,74.74937488,75.24113417,75.73701918,76.22943518,76.77784649,77.38222076,78.06248794,78.77778526,79.50661787,80.24081123,80.9781696,81.72139554,59.03398194,80.24186623
MNE,36.51598513,37.36490706,38.17167286,38.79204461,39.13211896,39.13895911,38.86959108,38.47442379,38.16654275,38.09717472,38.32334572,38.79442379,39.42156134,40.0670632,40.63100372,41.08267658,41.45546468,41.78921933,42.14780669,42.5730855,43.08141264,43.64319703,44.20118959,44.67539033,45.01100372,45.18297398,45.21516729,45.16081784,45.09821561,45.08342007,45.13791822,45.24282528,45.36579926,45.45643123,45.4804461,45.42773234,45.31747212,45.17933086,45.05583643,44.97769517,45.15903346,45.34037175,45.52171004,45.60245353,45.66996283,45.7267658,45.78996283,45.87130112,45.96981413,46.05412639,46.10252788,46.14133829,46.18639405,46.23122677,46.25717472,46.26788104,46.28037175,43.30132916,46.25209418
MNG,0.632211179,0.650971961,0.670964108,0.691646283,0.712636783,0.733773398,0.755162981,0.776992199,0.799591905,0.82315778,0.847762558,0.873265275,0.899420685,0.92588957,0.952426041,0.978954788,1.005567213,1.032406859,1.059689359,1.087580782,1.115808208,1.144292464,1.173572955,1.20438863,1.237081928,1.272116301,1.308828111,1.345113159,1.37813023,1.405896779,1.427635881,1.444103865,1.45678313,1.46791627,1.479208399,1.491134555,1.503446922,1.516252993,1.529494838,1.543188548,1.557568423,1.572941502,1.589437164,1.607168053,1.626230078,1.646548572,1.668213651,1.691682973,1.717531991,1.746086408,1.777540616,1.811469142,1.846795103,1.882061845,1.916164809,1.948684312,1.979741368,1.297198805,1.915636989
MOZ,9.589924718,9.790608866,9.997802589,10.21137999,10.43144027,10.6582759,10.89253796,11.13517765,11.38738142,11.65026323,11.92190035,12.2024492,12.49724052,12.8133625,13.15457412,13.52136626,13.9079529,14.30357588,14.69388718,15.0669282,15.42902159,15.78021186,16.09617233,16.34550726,16.51161652,16.57517358,16.55797579,16.53469442,16.60725476,16.84637071,17.28422646,17.89367863,18.61313233,19.35075155,20.04009766,20.6620616,21.2382703,21.79198352,22.36179582,22.97577126,23.63839111,24.338943,25.07260866,25.83064803,26.60681859,27.40082784,28.21585875,29.05307612,29.91437091,30.80114576,31.71368168,32.65165187,33.61526488,34.60462118,35.61979069,36.6609985,37.72836796,19.62790988,35.62847012
MRT,0.856913748,0.882093723,0.908136218,0.935041234,0.962808771,0.991444649,1.020943048,1.051307849,1.082553604,1.114687106,1.147719026,1.181663918,1.216526632,1.252343068,1.289110313,1.326829339,1.365514699,1.405272145,1.446204521,1.488391384,1.531908412,1.576718735,1.622679732,1.669556612,1.717223246,1.76574561,1.81524983,1.865724265,1.917172795,1.969671097,2.023093044,2.077660813,2.134268943,2.194045794,2.257761715,2.325841661,2.397980014,2.473292908,2.550502571,2.628659164,2.707605511,2.78764723,2.869037547,2.952190744,3.037469681,3.124723974,3.213995343,3.306045406,3.401851169,3.502030659,3.606938974,3.7161531,3.828631027,3.942873775,4.057767537,4.172909673,4.288526244,2.139590518,4.057850328
MUS,335.3482759,344.9995074,354.1187192,362.7492611,370.9359606,378.7256158,386.1660099,393.3068966,400.1995074,406.8965517,413.4137931,419.7305419,426.0192118,432.5330049,439.408867,446.5551724,453.8812808,459.8517241,467.9251232,475.8812808,482.9862069,488.926601,493.4438424,498.6310345,502.7231527,506.5812808,510.3852217,513.9108374,517.862069,521.5640394,527.2246305,534.2073892,540.5783251,548.2,552.9344828,558.6187192,565.6571429,571.6359606,578.9492611,584.6665025,589.3039409,593.4093596,597.7192118,601.4793103,605.0512315,607.879803,610.6551724,612.8674877,614.4970443,615.9605911,616.9477833,618.6610837,620.0261084,621.1497537,621.9729064,622.4004926,622.962069,511.6013396,621.8410509
MWI,39.24504667,40.14042215,41.0704073,42.03878871,43.04914086,44.10398812,45.20582308,46.35818838,47.56511455,48.83032457,50.15595036,51.54444209,53.00106067,54.53120492,56.1392448,57.85643827,59.68957361,61.59148282,63.4952482,65.36996182,67.11464786,68.77865931,70.65504879,73.14306322,76.48605218,80.87934875,86.12741833,91.60940815,96.46447815,100.1013258,102.2608507,103.2002227,103.477482,103.913619,105.1027577,107.2315337,110.1173314,113.542045,117.1442087,120.6636826,124.0545503,127.4258697,130.8515804,134.4509758,138.3083475,142.4401994,146.8070535,151.3707467,156.0734196,160.8728787,165.7575095,170.7393403,175.8288821,181.0441027,186.3980378,191.8919707,197.5191345,98.08473044,186.4447037
MYS,25.62307107,26.45811901,27.31421093,28.16607214,28.99577842,29.79754071,30.57730026,31.3431776,32.10843403,32.88381677,33.6701811,34.46735961,35.28442551,36.13219601,37.01831989,37.95127987,38.93028763,39.94238016,40.96850099,41.99703242,43.01884036,44.04392939,45.1030802,46.23839598,47.47813727,48.83593669,50.2970872,51.8264739,53.37382742,54.90281844,56.39766854,57.86858621,59.33637802,60.8336448,62.3819723,63.98819358,65.63787856,67.30623649,68.9584112,70.56949627,72.13181251,73.6533587,75.14443159,76.62185056,78.09889819,79.5725643,81.04046568,82.5173307,84.02186273,85.56472074,87.15607366,88.78543905,90.4176655,92.00431289,93.51135291,94.92395374,96.25403744,56.48151944,93.47987318
NAM,0.749768611,0.768446113,0.787888836,0.808077348,0.829052946,0.850661371,0.872942705,0.896264986,0.92115415,0.947884706,0.976760315,1.007471243,1.03897776,1.069835659,1.099052582,1.126581156,1.152926672,1.178513039,1.203981586,1.23003073,1.256257212,1.283103159,1.313122958,1.349624069,1.394772194,1.449783187,1.513427832,1.5823598,1.651827424,1.718339832,1.780344714,1.8386243,1.894815921,1.951582067,2.010663314,2.072767797,2.136542409,2.199183763,2.256849956,2.306911295,2.348620778,2.383299931,2.412922542,2.440486341,2.468384166,2.496974335,2.526345516,2.55848486,2.595731759,2.63961666,2.691179293,2.749862138,2.813735136,2.879898942,2.946180568,3.01195569,3.077644572,1.745938578,2.946011733
NCL,4.442013129,4.562363239,4.688183807,4.819474836,4.950765864,5.11487965,5.278993435,5.443107221,5.689277899,6.126914661,6.564551422,6.865426696,7.029540481,7.166301969,7.248358862,7.330415755,7.439824945,7.521881838,7.576586433,7.661378556,7.803610503,7.970459519,8.134573304,8.29595186,8.449124726,8.607768053,8.780087527,8.952407002,9.130087527,9.348960613,9.593107221,9.83583151,10.09277899,10.36553611,10.60262582,10.80765864,11.01849015,11.2297046,11.44496718,11.66466083,11.88862144,12.11652079,12.32472648,12.51367615,12.70514223,12.89660832,13.0880744,13.27954048,13.45459519,13.66247265,13.91411379,14.16849015,14.42286652,14.66356674,14.90153173,15.1285558,15.34245077,9.581055895,14.89788476
NER,2.75226573,2.832680193,2.91613326,3.00200521,3.089866582,3.17972527,3.271804689,3.366025894,3.462349412,3.560810768,3.661347596,3.764173048,3.869902897,3.979360543,4.093164127,4.211666535,4.334823557,4.462268098,4.593436489,4.727957685,4.866192469,5.008590827,5.155043815,5.305395121,5.45979869,5.618334254,5.781928633,5.952674666,6.133255704,6.325776427,6.53112497,6.749367648,6.980670246,7.224885924,7.481908108,7.752399147,8.036678772,8.333898318,8.642795453,8.962637562,9.293420699,9.636063788,9.992002842,10.36315781,10.75112418,11.15659904,11.57996211,12.02220336,12.48433962,12.96722034,13.47172653,13.99829004,14.54675298,15.11661719,15.7077169,16.32034973,16.95535486,7.399965375,15.71489461
NGA,50.57578203,51.63668105,52.7380634,53.87316117,55.0382797,56.23522843,57.46987055,58.74806812,60.07744546,61.46601228,62.90853893,64.40989822,65.99957508,67.71584374,69.58241049,71.61657608,73.80107491,76.08238084,78.38564072,80.6578214,82.87773203,85.06308618,87.24735883,89.4822392,91.80506604,94.22631619,96.73312472,99.31188006,101.9405042,104.6037836,107.3007708,110.0404745,112.8295146,115.6777046,118.5935692,121.5816331,124.6447566,127.7883,131.0177904,134.3390856,137.7553433,141.2724508,144.902152,148.6584055,152.5516629,156.5862885,160.7617994,165.0772314,169.5292785,174.1144976,178.8344763,183.6877411,188.6637713,193.7486984,198.9324901,204.2114255,209.5878334,110.7894489,198.9642047
NIC,15.21023766,15.67693203,16.15082267,16.63718631,17.14001994,17.66029583,18.1974572,18.75338208,19.32972412,19.9276716,20.54724946,21.18808376,21.85063154,22.53488449,23.24036895,23.9667193,24.71170018,25.47047532,26.23695363,27.00606615,27.77687386,28.54848762,29.31642845,30.07522852,30.82176334,31.55157886,32.26643676,32.97701512,33.69839621,34.44046036,35.20692205,35.99199767,36.78394549,37.56627057,38.32664118,39.0624813,39.77596809,40.46556423,41.13062988,41.77161376,42.38615589,42.97601795,43.5505983,44.12251122,44.70108027,45.29010304,45.88753532,46.48916404,47.08809207,47.67926708,48.26175835,48.83752701,49.40790261,49.9750457,50.54042712,51.10460362,51.66678577,33.49045861,50.54002548
NLD,344.7485782,349.6945794,354.4421209,359.2156398,364.1804502,368.9647808,373.1694609,377.0651955,381.456872,386.212263,390.8322571,394.804295,398.0841825,401.2161137,404.8085012,407.9987263,410.4320201,412.9650474,415.8255332,419.1291469,422.014455,423.9540877,425.5648697,427.2574348,429.2545024,431.6433057,434.3909064,437.2065758,439.8372927,442.876481,446.3802725,449.7679502,452.9137441,455.6527844,457.9089455,460.0265995,462.4007701,465.2609301,468.3675355,471.7272808,475.3015403,478.3450533,480.6072867,482.2801836,483.4084123,484.1854562,485.2398104,487.1324941,490.0796917,492.5998814,495.0496441,496.8849941,498.7958445,500.5938854,502.8175423,505.500564,508.5441971,438.0178767,502.9706639
NOR,9.883229065,9.962950896,10.03856863,10.1146874,10.19361798,10.27532752,10.36164492,10.44911224,10.53459185,10.61140604,10.68608468,10.7681255,10.84371312,10.91119112,10.97157524,11.02315432,11.06984353,11.11218771,11.15009651,11.18597106,11.224526,11.26582705,11.30318553,11.33512848,11.36912483,11.40974962,11.46327807,11.5251078,11.57278265,11.61267916,11.66814604,11.735687,11.80574957,11.87316185,11.93495873,11.99560843,12.06082766,12.13285329,12.21621925,12.29576586,12.3581459,12.42497228,12.49806294,12.57213651,12.65805418,12.76041287,12.89313475,13.05483169,13.22051226,13.38622568,13.56100152,13.74029213,13.90744021,14.06516722,14.21029446,14.33152815,14.46213637,11.79038237,14.20232994
NPL,71.48083217,72.61681119,73.79207692,75.02235664,76.31974825,77.6914965,79.13864336,80.65918881,82.24806294,83.9016014,85.62075524,87.40859441,89.26543357,91.19163636,93.18751049,95.25251748,97.38643357,99.59023077,101.864972,104.2109301,106.6364336,109.1415105,111.7092308,114.3163776,116.9507413,119.5883636,122.2442028,124.9906783,127.9266713,131.1147273,134.5807972,138.2781259,142.1061189,145.923986,149.6250629,153.1704825,156.572049,159.8343007,162.978979,165.6150052,168.5509383,171.3731566,174.0538751,176.5570213,178.864925,180.960014,182.8730171,184.6938193,186.5441437,188.511594,190.6323474,192.8840251,195.2236484,197.5810324,199.9043042,202.1818696,204.4297035,133.1047914,199.8890687
NRU,233.8,247.4,261.4,275,287,296.65,305.15,311.85,318.55,324.8,330.85,337.15,343.15,348.6,353.4,357.5,361.6,365.45,369.85,374.4,379.6,385.85,392.7,400.25,408.65,417.65,427.7,437.75,447.7,457.75,467.4,477.3,485.95,492.85,498.45,501.45,502.85,502.3,502,501.85,502.6,504,505.3,506.3,505.7,503.55,500.1,497.35,497.25,501.25,502.85,513.95,541.05,592.65,623.75,652.45,682.45,432.0017544,622.95
NZL,9.189548441,9.426151684,9.615282367,9.818844708,9.982150317,10.16254605,10.34560024,10.43674756,10.53055334,10.67449014,10.83513729,11.02844556,11.24643956,11.48342258,11.70901219,11.81307204,11.84991075,11.85370856,11.80737534,11.82218678,11.86776043,11.98625195,12.15031712,12.25589609,12.33185219,12.32881395,12.43553226,12.46971251,12.52971782,12.64593065,13.2737078,13.41270746,13.56651855,13.74805363,13.9508564,14.17340777,14.36063955,14.48862557,14.56496145,14.65079184,14.73738179,14.99563252,15.29451977,15.5235274,15.69974555,15.89229425,16.0411682,16.17788918,16.34043523,16.52310964,16.64957654,16.74110364,16.87022901,17.12696062,17.45357184,17.82385781,18.20629676,13.2792979,17.46813009
OMN,1.825169628,1.87019063,1.917612278,1.967324717,2.019415186,2.074323102,2.13285622,2.195789984,2.264054927,2.338778675,2.419945073,2.50850727,2.607402262,2.72034895,2.849899838,2.99657189,3.159315024,3.336995153,3.527796446,3.729819063,3.943738288,4.168371567,4.397728595,4.623835218,4.841411955,5.044216478,5.23380937,5.422022617,5.625718901,5.855121163,6.118807754,6.408003231,6.695027464,6.941609047,7.122077544,7.226707593,7.269056543,7.275848142,7.285680129,7.327919225,7.414497577,7.542116317,7.706801292,7.899033926,8.113954766,8.345689822,8.603431341,8.914423263,9.314836834,9.827011309,10.45967044,11.19432633,11.99186107,12.79781906,13.56966074,14.29648465,14.97984491,6.004566505,13.55465482
OWID_CIS,581.0473684,586.6157895,592.6052632,598.8052632,605.2368421,611.7210526,618.2842105,624.8736842,631.4315789,637.8789474,644.2789474,650.6,656.4473684,661.4842105,665.3421053,667.9052632,669.3842105,670.4736842,672.0631579,674.8,678.8473684,684.1,690.2947368,697.1210526,704.2526316,711.7368421,719.5578947,727.3,734.3684211,740.3736842,745.0947368,748.7263158,751.6789474,754.6526316,758.1368421,762.2578947,766.9210526,771.9526316,777.3,782.7631579,788.3842105,794.2157895,800.2,806.1578947,812.0736842,817.9526316,823.7526316,829.3736842,834.7526316,839.9,844.7210526,849.2526316,853.5789474,857.7315789,861.8842105,866.0052632,870.0736842,729.4513389,861.8736842
OWID_KOS,88.7296776,91.30155231,93.87342702,96.44530174,99.01717645,101.5890512,104.2527785,106.8246533,109.396528,111.9684027,114.5402774,117.3877101,120.1432902,122.9907229,125.7463029,128.5937356,131.3493157,134.1048957,136.9523285,139.7079085,142.5553412,145.3109213,148.2502067,151.2813447,154.4961881,157.7110315,161.0177276,164.508129,167.814825,171.0296684,174.3363645,177.4593552,180.4904932,183.4297786,186.369064,189.1246441,191.6046661,180.5823459,161.8444016,156.1495361,156.2555341,156.3617158,156.4678975,156.5740792,156.6804446,157.9439699,159.2177827,160.5017911,161.7960871,163.1009461,164.508129,165.8124369,167.5484523,167.3371911,165.5001378,166.8228162,168.1546799,146.8572835,166.5533817
OWID_WRL,23.69206065,24.10172073,24.60492495,25.11118912,25.62834206,26.16979919,26.70869088,27.25344599,27.8302473,28.41284069,29.01135404,29.60400573,30.18969325,30.78051447,31.35779515,31.91987765,32.48002307,33.04933034,33.63296694,34.22256872,34.82742794,35.45483291,36.08759785,36.7184647,37.36061963,38.02183524,38.69938972,39.38404936,40.07003586,40.7665139,41.43956651,42.08908175,42.7464859,43.39735519,44.05371896,44.69255522,45.30674298,45.945776,46.56497266,47.17543713,47.7897139,48.40079607,49.01249352,49.62910514,50.24930569,50.87651316,51.50659334,52.15326349,52.79577604,53.43691522,54.06958705,54.72303588,55.38347002,56.04841053,56.71313405,57.38052343,58.04498566,40.2592539,56.71402267
PAK,59.65246472,61.12411919,62.66774984,64.27965961,65.95737469,67.70326769,69.51915862,71.40203015,73.34790629,75.35642253,77.42727792,79.56914306,81.80194194,84.15166174,86.63851832,89.26580012,92.03278202,94.94984563,98.02781496,101.2714612,104.6815912,108.2475392,111.9469178,115.7494668,119.6288501,123.578845,127.5911595,131.6350599,135.6741516,139.6827185,143.6415785,147.5549178,151.4497198,155.3673153,159.3362754,163.3695763,167.4540616,171.5614155,175.6506642,179.6950044,183.6880409,187.6480684,191.6036231,195.5950342,199.6545078,203.7852753,207.9869422,212.2828495,216.6998495,221.2538683,225.9550968,230.7901788,235.7209877,240.694086,245.6679548,250.6271741,255.5727934,142.0152554,245.6630716
PAN,15.69861447,16.17397094,16.66428571,17.16809255,17.68396556,18.21097659,18.74897767,19.29858757,19.86116492,20.43716707,21.02656712,21.62811407,22.23911757,22.85597256,23.4759887,24.09810331,24.72276029,25.34994619,25.98048157,26.61525424,27.25403551,27.89674469,28.5437046,29.19570891,29.85305354,30.51619586,31.18552596,31.86195857,32.54628733,33.23929244,33.94109497,34.65184288,35.3732042,36.10684692,36.85404896,37.61560398,38.39038203,39.17578692,39.96767554,40.76334409,41.56152811,42.36299435,43.16887275,43.98091203,44.80044391,45.62691687,46.45960452,47.29981168,48.14884315,49.00755986,49.87600215,50.75246166,51.6338714,52.51528114,53.39317998,54.26579231,55.13299704,33.55890385,53.39141781
PER,8.086126563,8.320833594,8.563703125,8.813292969,9.068500781,9.329160156,9.595376563,9.866663281,10.14253828,10.42271016,10.70651172,10.99412188,11.287225,11.58815703,11.89839609,12.21867266,12.54790859,12.88365859,13.22246328,13.5618125,13.90042891,14.23885156,14.57846797,14.92155,15.26949688,15.62207266,15.97789844,16.33585547,16.69442109,17.05207656,17.40869375,17.763325,18.11267813,18.45262188,18.78028125,19.09458906,19.39641094,19.68730313,19.96976484,20.24599922,20.51668984,20.78239609,21.04510781,21.30718281,21.57063281,21.83589375,22.10369063,22.37654688,22.65742734,22.94816094,23.24999141,23.56169219,23.87946563,24.19793281,24.51302422,24.82331172,25.12928516,16.54594827,24.51142292
PHL,91.07696976,94.15017434,97.28683364,100.458915,103.6475994,106.8449105,110.0603467,113.314028,116.6351103,120.0453598,123.5534601,127.1555019,130.8590081,134.6455649,138.4952343,142.4059865,146.3941141,150.4721233,154.6567227,158.9595466,163.3819365,167.9192843,172.5694503,177.3282825,182.1901868,187.1552202,192.216893,197.3545461,202.5417279,207.7584868,212.9941275,218.2496093,223.5310293,228.8500855,234.2144247,239.6153436,245.0439816,250.5070765,256.0143945,261.5674582,267.1808532,272.8378442,278.4718583,283.9940068,289.3457994,294.4944797,299.4717443,304.3628266,309.2895965,314.3395513,319.5423416,324.8705168,330.2848442,335.7220679,341.1354563,346.5144783,351.8733944,209.5763634,341.1240008
PNG,4.531084662,4.625462615,4.723983129,4.827849667,4.937963167,5.054782935,5.17814998,5.307589542,5.442185223,5.581384975,5.725009937,5.873450956,6.027425694,6.187879256,6.355509429,6.530360376,6.712140617,6.900662456,7.095702866,7.296897496,7.504458331,7.718056353,7.936236364,8.157136863,8.379455019,8.602773484,8.827677428,9.055180409,9.286874531,9.524044959,9.766830809,10.01528066,10.27065539,10.53439474,10.80748134,11.09048492,11.3830102,11.68391556,11.99151835,12.30451354,12.62233803,12.94509561,13.27280837,13.60578766,13.94406439,14.28757673,14.63569757,14.98738462,15.34126882,15.69632778,16.05208674,16.4086826,16.76647308,17.12623106,17.48846222,17.85317979,18.22011659,10.01770238,17.48929102
POL,97.82885501,98.95360606,100.270985,101.6665578,102.6639786,103.4346534,104.4342127,105.4381632,106.2662836,106.6450096,107.0341833,107.9227203,108.9072448,109.9575533,111.0555323,112.1691861,113.2555748,114.1584773,115.0779229,116.1453198,117.2045676,118.2881615,119.4025531,120.4875575,121.4596787,122.2897222,122.9816351,123.4923994,123.939825,124.4271181,124.8692187,125.2527572,125.5718698,125.8371217,126.0080251,126.1039211,126.1864899,126.2316138,126.2211336,124.9098208,124.8753665,124.8175389,124.7536899,124.6440832,124.5893154,124.5144522,124.446853,124.4719523,124.5644606,124.2092007,124.2962969,124.3000588,124.2291107,124.1442732,124.0615696,124.008253,124.0270453,118.0597321,124.0713653
PRI,270.5436302,276.2482525,282.3596392,287.9443067,292.4464487,295.9408117,298.2721533,300.1199549,302.6099211,306.4261556,311.4081172,317.6162345,324.5531003,331.37531,337.5422773,343.1627959,348.2175874,352.8095829,357.1688839,361.4430665,365.5639233,369.4986471,373.2962796,377.0225479,380.7215333,384.3916573,388.0326945,391.6457723,395.2254791,398.7598647,401.5907554,404.1912063,407.6095829,411.413416,415.2314543,419.916009,423.8365276,426.2797069,428.4195039,429.6059752,430.5269448,431.0824126,431.3523112,431.4405862,430.8187148,428.9981962,426.4932356,423.9984216,421.692221,419.5631342,414.7386697,409.7506201,405.0819617,398.5201804,391.564487,384.0496054,376.2319053,374.4976206,391.3780909
PRK,96.88227722,98.59407026,100.2032057,102.0049747,104.2066689,106.8429034,109.8139191,113.0303297,116.3552778,119.6777676,122.9924508,126.2999003,129.5021261,132.4813388,135.1610331,137.4864712,139.4948758,141.3170252,143.1414833,145.1053899,147.2571215,149.5603687,151.9658998,154.3903164,156.7746699,159.096379,161.3818288,163.6767959,166.0472967,168.5329624,171.1581264,173.8842621,176.6118595,179.2042355,181.5654763,183.6520887,185.4965368,187.1716303,188.788182,190.4250062,192.1087119,193.810157,195.4865875,197.0724857,198.5231044,199.8264015,201.0073001,202.1023669,203.1643634,204.2321983,205.317648,206.41171,207.5074828,208.5903413,209.649672,210.6853251,211.7013952,162.5338909,209.6417795
PRT,97.58815301,98.29491803,98.69240437,98.74715847,98.34530055,97.60644809,96.98928962,96.57540984,95.71262295,94.86809836,94.46727869,94.32163934,94.35081967,95.67612022,99.38218579,102.2492896,103.3407104,104.4617486,105.5875956,106.7356503,107.6651585,108.3253661,108.8291257,109.2484372,109.5476831,109.6473661,109.6178251,109.5039344,109.3442623,109.1062077,108.8550273,108.7704262,108.9035519,109.1969945,109.575694,109.9884699,110.480623,111.0403934,111.6702514,112.4579016,113.2537923,113.8757486,114.3040546,114.5777158,114.8281404,115.0353996,115.2614409,115.4277577,115.3864723,115.4394585,115.2697893,114.8034065,114.1626092,113.5425141,113.0720258,112.7171224,112.3707003,107.1771174,113.1105541
PRY,4.916506418,5.047412535,5.182267808,5.321155298,5.4640297,5.611316386,5.762854266,5.917193557,6.072403725,6.22729927,6.381472439,6.535965266,6.692897055,6.855079285,7.024822552,7.202569846,7.388308583,7.583259502,7.78877926,8.005612887,8.234220992,8.47399698,8.723365215,8.979994966,9.24194815,9.508590486,9.779602316,10.05368991,10.32950164,10.60594513,10.88197835,11.15715077,11.43192046,11.70708533,11.98301032,12.25948653,12.53547445,12.80974075,13.0806368,13.34684118,13.60841681,13.86511704,14.11515228,14.35625472,14.58719859,14.80693682,15.01676063,15.22053108,15.42370249,15.63019633,15.84138686,16.05642839,16.27420086,16.49278631,16.71059401,16.92753083,17.14396426,10.59969377,16.71030372
