Code,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,pop_2017,pop_mean56,pop_mean3
COG,3.115991215,3.198512445,3.284729136,3.374559297,3.46798243,3.564834553,3.665308931,3.770178624,3.880371889,3.99652123,4.119013177,4.247490483,4.380811127,4.517393851,4.656043924,4.796313324,4.938576867,5.083745242,5.233174231,5.387803807,5.548099561,5.713601757,5.883352855,6.056023426,6.230658858,6.407162518,6.586079063,6.768222548,6.954635432,7.146286969,7.343402635,7.546222548,7.755510981,7.972172767,8.196939971,8.431103953,8.674875549,8.92665593,9.184023426,9.445759883,9.709534407,9.977101025,10.25627818,10.55765447,10.88797365,11.25143485,11.64347291,12.05105417,12.45596486,12.8453675,13.21443631,13.56768082,13.91330307,14.26383895,14.62854466,15.00972474,15.40483163,7.738391976,14.63403612
COL,15.3062776,15.77302479,16.25376296,16.74806129,17.25482019,17.77508968,18.30677873,18.84187382,19.36993691,19.88392519,20.38033889,20.86237314,21.33799369,21.81885624,22.31363046,22.82416043,23.34846958,23.88658495,24.43759531,25.00036052,25.57547634,26.16238125,26.75718251,27.35474178,27.95104822,28.54418747,29.134137,29.72107706,30.30594322,30.88919784,31.47072195,32.04928526,32.62295448,33.1893078,33.74671203,34.2938603,34.83137539,35.3619306,35.88939072,36.41636593,36.9435863,37.46957278,37.99202434,38.50758269,39.01364038,39.50943849,39.99510771,40.4700712,40.93391708,41.38629743,41.82663001,42.25459667,42.67055521,43.07517891,43.46885714,43.85166201,44.22317711,30.13303661,43.46523269
COM,104.3197206,105.9634605,107.6689952,109.4857603,111.4583557,113.6367544,116.0112843,118.5249866,121.0773778,123.6184847,126.0849006,128.5518538,131.2240731,134.3922622,138.2536271,142.9086513,148.2536271,154.0214938,159.8318109,165.410532,170.6641591,175.6829661,180.5996776,185.6346051,190.9387426,196.5394949,202.3933369,208.4701773,214.7404621,221.1681891,227.7657174,234.5233745,241.4153681,248.4024718,255.4508329,262.5615261,269.7221924,276.9398173,284.1740999,291.4331005,298.7039226,306.0069855,313.3858141,320.9177861,328.6550242,336.6066631,344.7716282,353.1590543,361.7689414,370.6029017,379.6716819,388.9672219,398.441698,408.0521225,417.7452982,427.5126276,437.3519613,233.197187,417.7700161
CPV,51.1057072,52.32431762,53.82332506,55.54491315,57.42630273,59.49627792,61.72382134,63.89801489,65.73424318,67.04665012,67.73995037,67.90347395,67.74317618,67.5662531,67.59875931,67.90372208,68.42853598,69.16600496,70.07816377,71.13076923,72.35781638,73.76799007,75.27741935,76.77344913,78.1808933,79.44987593,80.61861042,81.80421836,83.17220844,84.83449132,86.83225806,89.10421836,91.56674938,94.08337469,96.55756824,98.95111663,101.2841191,103.5540943,105.7779156,107.9600496,110.1032258,112.1851117,114.180397,116.0456576,117.7585608,119.3039702,120.7042184,122.0156328,123.3158809,124.6610422,126.0712159,127.5382134,129.0585608,130.6295285,132.2364764,133.8858561,135.5801489,90.00990379,132.2506203
CRI,27.06457109,28.05689385,29.0738347,30.10264395,31.13241285,32.16188797,33.19056013,34.21208382,35.21956522,36.20967489,37.17900509,38.13254994,39.08623188,40.06227967,41.07730121,42.13664316,43.23785742,44.38217783,45.5680376,46.79416373,48.06363102,49.37657658,50.72326675,52.09128476,53.47107325,54.85675676,56.25168429,57.66856639,59.12563651,60.63444967,62.1944575,63.79682726,65.43290247,67.09146103,68.76079123,70.44128476,72.12544066,73.78325499,75.37647865,76.87902468,78.27649824,79.57704661,80.80632589,82.00231101,83.19312573,84.38687818,85.57518606,86.75103799,87.90174305,89.01840971,90.09937329,91.15005875,92.17393263,93.1761653,94.1608304,95.12875049,96.07851547,60.73125288,94.15524873
CUB,67.87547486,69.3705959,70.93439479,72.5060149,74.04034451,75.51610801,76.94176909,78.33637803,79.7317784,81.14639665,82.58809125,84.03445065,85.43810056,86.73531657,87.88121043,88.86658287,89.70837989,90.42264432,91.03621974,91.57520484,92.0317784,92.41734637,92.80012104,93.26870577,93.88257914,94.67492551,95.61980447,96.64383613,97.6397486,98.52961825,99.28850093,99.93820298,100.5040503,101.0296555,101.5460242,102.0578399,102.5510521,103.0176629,103.4451024,103.8243575,104.1577467,105.442222,105.6850094,105.8823513,106.0151541,106.1376773,106.1977358,106.2547351,106.3378617,106.4736095,106.2542788,106.9258142,109.5007388,109.9766103,110.1848875,110.3247645,110.40796,94.93957063,110.1620874
CUW,284.0653153,289.2207207,294.7297297,299.8828829,304.6531532,307.8423423,311.1261261,315.9864865,321.1283784,325.9887387,331.9572072,332.6801802,330.8828829,334.1238739,335.8761261,336.4842342,336.6193694,334.1013514,332.9977477,333.4256757,334.75,338.0653153,340.4481982,342.2072072,343.9436937,343.8333333,341.1171171,336.1576577,330.9391892,327.4774775,325.231982,324.1261261,324.9977477,325.7432432,326.8896396,329.518018,330.981982,325.3873874,314.027027,301.4864865,290.6463964,291.0022523,297.0653153,302.2342342,310.0405405,318.1058559,324.4504505,328.5585586,330.704955,334.9166667,339.7094595,342.5405405,346.4459459,351.1463964,355.8108108,359.6013514,362.6441441,326.0828987,355.5195195
CYM,33.44166667,33.94166667,34.27916667,34.575,34.87083333,35.17083333,35.50416667,35.9625,36.77916667,38.1,39.92083333,42.23333333,44.93333333,47.90833333,51.01666667,54.25833333,57.67083333,61.0875,64.35,67.34166667,69.95416667,72.31666667,74.60833333,77.2625,80.47083333,84.37916667,88.9125,93.90833333,99.06666667,104.2083333,109.2208333,114.1833333,119.3583333,125.2291667,131.9666667,139.7333333,148.3208333,157.25,165.8666667,173.6958333,180.4833333,186.4083333,191.7833333,197.0791667,202.5916667,208.4625,214.5125,220.525,226.1625,231.2791667,235.7458333,239.6791667,243.2125,246.55,249.8458333,253.1875,256.4958333,121.0046053,249.8611111
CYP,62.38041126,62.520671,62.54469697,62.6219697,62.87510823,63.34502165,63.99437229,64.7719697,65.59664502,66.40919913,67.19253247,67.96558442,68.73495671,69.51720779,70.31980519,71.16168831,72.02683983,72.86266234,73.59426407,74.17813853,74.58582251,74.85952381,75.11655844,75.51049784,76.15660173,77.09318182,78.28787879,79.70551948,81.28181818,82.96688312,84.75422078,86.64599567,88.60941558,90.59632035,92.57402597,94.5262987,96.44935065,98.34458874,100.2218615,102.0872294,103.9266234,105.7322511,107.5284632,109.3517316,111.2183983,113.1503247,115.1203463,117.0522727,118.8393939,120.412013,121.7353896,122.8422078,123.7982684,124.7087662,125.6477273,126.6369048,127.6570346,88.60255183,125.6644661
CZE,124.0669212,124.5588197,125.1544584,125.8936715,126.5608645,127.1002977,127.5126052,127.8160476,128.0779086,127.5795393,127.1750356,127.7032742,128.4103274,129.266973,130.1749709,131.0461887,131.8332471,132.5494759,133.1997023,133.3530866,133.3064708,133.490695,133.6075579,133.6898279,133.7791899,133.8453087,133.9111945,134.014184,134.089142,133.7304905,133.4098356,133.5463052,133.6851948,133.7334929,133.6515206,133.4960657,133.3522842,133.2259997,133.0899444,132.7172641,132.2195548,131.964747,131.9269833,131.9842221,132.1669169,132.5424595,133.3181618,134.4285178,135.1965825,135.6086225,135.8892802,136.0971773,136.1423281,136.3210335,136.5716006,136.8518586,137.1755343,132.0493152,136.5814976
DEU,210.1728067,212.0292842,214.0015267,215.7314954,217.5799702,219.4034056,220.4088334,221.3912124,223.153788,223.8973706,224.3085441,225.3843898,226.0953398,226.1834646,225.341718,224.3775957,223.8702317,223.675479,223.774382,224.2390399,224.5808352,224.3673302,223.7799158,223.0077192,222.509876,222.6117377,222.9539713,223.8267092,225.5643543,227.5170538,229.1808094,230.9300203,232.4597932,233.2741772,233.9674907,234.6524707,235.0229795,235.0787777,235.2577311,235.5968133,236.0273001,236.4515708,236.6164273,236.5921954,236.4646806,236.2251979,235.9433619,235.5221782,234.9396374,234.6069082,230.3046333,230.7506255,231.1557126,232.1080539,234.1536581,236.0237002,237.0163371,227.9309232,234.0951374
DJI,3.817860224,4.064020708,4.341156169,4.64119931,4.959577222,5.300517688,5.668550475,6.059620362,6.46622088,6.887791199,7.306816221,7.731837791,8.221225194,8.851639344,9.671397757,10.72286454,11.97062123,13.28766178,14.49892148,15.48576359,16.17502157,16.62083693,16.98886972,17.51583261,18.36121657,19.60142364,21.15314927,22.82135462,24.32545298,25.47014668,26.17963762,26.53382226,26.6822692,26.84926661,27.19534081,27.76885246,28.51393443,29.36203624,30.20271786,30.95703192,31.60962036,32.19245039,32.72713546,33.25073339,33.79007765,34.34892148,34.91811907,35.50189819,36.10181191,36.71898188,37.35707506,38.01488352,38.68369284,39.35133736,40.0092321,40.65284728,41.28494392,22.03065332,40.00447225
DMA,81.376,82.64266667,83.89066667,85.23466667,86.71733333,88.41466667,90.248,92.05333333,93.61733333,94.764,95.42533333,95.64533333,95.65866667,95.74266667,96.12533333,96.856,97.88133333,98.98933333,99.9,100.4186667,100.5,100.2266667,99.66266667,98.95066667,98.19066667,97.36666667,96.49333333,95.656,94.98933333,94.568,94.456,94.62666667,94.94666667,95.164,95.15733333,94.86,94.33733333,93.72,93.204,92.90133333,92.89333333,93.09866667,93.45733333,93.83866667,94.16933333,94.40933333,94.6,94.76533333,94.972,95.25333333,95.624,96.05866667,96.53333333,97.03733333,97.54933333,98.05733333,98.56666667,94.60460819,97.548
DNK,108.8432145,109.6938164,110.561317,111.4484777,112.320321,113.225891,114.1221147,114.8190465,115.455747,116.3265754,117.137739,117.8096767,118.5239792,119.0771064,119.4208638,119.7214067,120.0948549,120.4684447,120.7362199,120.8831288,120.8487966,120.7600283,120.6771354,120.6139453,120.6628362,120.8243039,120.948903,121.0076905,121.080302,121.2771644,121.5923095,121.8800377,122.2867782,122.7004478,123.3413387,124.0413387,124.5578836,125.0110535,125.425383,125.8452981,126.2970304,126.7011784,127.046288,127.3750412,127.72642,128.1468772,128.7164271,129.4749234,130.1695734,130.7490691,131.2885223,133.1643725,133.7206954,134.4004525,135.3532508,135.5357058,136.519876,122.6045372,135.0964697
DOM,70.50919064,72.88921548,75.31831919,77.7883668,80.29285862,82.82705444,85.3883047,87.97402194,90.58277789,93.21287518,95.86243014,98.52895881,101.2096046,103.9013248,106.6018423,109.3091078,112.0237011,114.7488512,117.4897744,120.2498241,123.0302422,125.8294349,128.6453529,131.4753053,134.3170358,137.1670876,140.0253364,142.896212,145.7863175,148.698965,151.6377976,154.5963776,157.5546471,160.4854481,163.3703788,166.1998137,168.9809977,171.7320431,174.4796522,177.2432623,180.0274477,182.8251915,185.6294763,188.4288553,191.2143656,193.9833989,196.7367626,199.472573,202.1891534,204.8848065,207.557338,210.2038915,212.8192093,215.397309,217.9340509,220.4262265,222.8730698,146.2011094,217.9191955
DZA,4.788456759,4.908240614,5.032092504,5.162599612,5.301566082,5.44990931,5.606907975,5.770733581,5.938699438,6.108993425,6.28116797,6.456243335,6.635664682,6.821530898,7.015500852,7.217512827,7.427420289,7.646647409,7.876913937,8.119154484,8.373568903,8.63893666,8.912932982,9.192377422,9.47454592,9.758106258,10.04219478,10.32501113,10.6047142,10.87959517,11.14913005,11.4122843,11.66636954,11.90820703,12.13579064,12.34870935,12.5483214,12.73679411,12.91728442,13.0928061,13.26431642,13.43347553,13.60497535,13.78450041,13.97652011,14.18203288,14.40126798,14.63665849,14.89069336,15.16439116,15.45910049,15.77243822,16.0968712,16.42215901,16.740504,17.04889491,17.34787368,10.52474227,16.73718597
ECU,16.89372562,17.38509608,17.89384843,18.42027164,18.96445239,19.52638708,20.10568198,20.70114868,21.31138925,21.93515027,22.5720091,23.22175625,23.88352839,24.55644416,25.23981722,25.93338752,26.63716948,27.35139069,28.07633651,28.81247291,29.55929056,30.31693397,31.08731758,31.87310721,32.67583803,33.49554255,34.33076506,35.17980061,36.04022901,36.90973486,37.78713336,38.67095434,39.55787458,40.44386288,41.32561407,42.20300173,43.07539734,48.97682799,49.92225399,50.84794653,51.7505033,52.63351586,53.50942583,54.39542197,55.30372443,56.23884684,57.19702448,58.17185537,59.15314463,60.13323402,61.11030359,62.08594782,63.05986069,64.03250121,65.00389757,65.97305524,66.93854888,38.95424038,65.00315134
EGY,27.87152745,28.63647195,29.41508865,30.20855091,31.01709177,31.84249937,32.68272741,33.52981968,34.37322417,35.2064624,36.02730624,36.84126978,37.65941735,38.49718419,39.36682104,40.27227083,41.2140007,42.19664976,43.22448742,44.30071023,45.42318148,46.59161183,47.81210106,49.09232106,50.4344618,51.84359134,53.30878397,54.79662062,56.26256768,57.67463459,59.02093526,60.30994626,61.55567934,62.78140037,64.00561153,65.23025365,66.45348034,67.68602742,68.94034256,70.22551409,71.55250389,72.9219127,74.32009845,75.72645437,77.12908634,78.51629715,79.90080165,81.32390477,82.84195289,84.4920448,86.29018133,88.21463358,90.21792456,92.23222261,94.206813,96.12605455,97.99904666,57.85692247,94.18836339
ESP,61.50556245,62.07404458,62.62085518,63.24621834,63.93671616,64.59480972,65.39466765,66.25542038,66.91154908,67.65883189,68.47911081,69.23940334,70.00869783,70.78206103,71.56876088,72.33783454,73.09051928,73.79916722,74.45115506,75.06189561,75.59890882,76.0541625,76.43018041,76.74668429,77.02529233,77.25577447,77.45638115,77.62081331,77.74259971,77.82180442,78.02013455,78.40318156,78.81079209,79.18690533,79.53718164,79.86915746,80.20460716,80.53721969,80.86431804,81.29832465,81.94337639,83.02251924,84.50881393,85.98480508,87.4654972,88.97614934,90.61490052,92.12932237,92.97506517,93.15193096,93.50783588,93.50683713,93.2009456,92.92273645,92.84621197,92.92909378,93.10495192,78.2858368,92.8993474
EST,28.90014154,29.29046945,29.6970276,30.12705827,30.53941967,30.87041755,31.11455532,31.4039632,31.73505544,32.08483133,32.48301486,32.85015334,33.16704411,33.45527247,33.71908469,33.96027365,34.21115829,34.44652041,34.63866478,34.84828969,35.09473933,35.34828969,35.59200283,35.82488795,36.06466148,36.33380514,36.61762208,36.84595423,36.99294645,37.01755131,36.83213022,36.1663364,35.24718094,34.50139184,33.89087049,33.39452701,33.01568766,32.70007077,32.79650861,32.95553197,32.7462845,32.53951404,32.33592828,32.14319415,31.95977825,31.77188016,31.62727058,31.5425808,31.48183534,31.41012031,31.31490918,31.20301958,31.09216796,31.01073366,31.03106865,31.0401038,31.03279075,33.05365425,31.02730204
ETH,20.59145322,21.09117984,21.6152852,22.15896821,22.71900636,23.28916985,23.87030699,24.47418619,25.11731244,25.80842598,26.56240418,27.36837421,28.1790327,28.92979837,29.57931063,30.10616803,30.53804723,30.9430663,31.417099,32.02988011,32.80680109,33.73010718,34.77373569,35.89355223,37.05753224,38.25679382,39.50343597,40.8102307,42.19701453,43.67530972,45.25075658,46.90987103,53.532956,55.431123,57.30988,59.155148,60.97645,62.794151,64.640054,66.537331,68.492257,70.497192,72.545144,74.624405,76.727083,78.850689,81.000409,83.184892,85.416253,87.70267,90.046756,92.444183,94.887724,97.366774,99.873033,102.403196,104.957438,51.55527731,99.881001
FIN,14.64593388,14.74586493,14.85048426,14.93333005,14.98319708,15.0394596,15.12112676,15.18916905,15.1803572,15.12297515,15.14207295,15.23246659,15.31921928,15.39963229,15.4681375,15.51483634,15.55829804,15.60303359,15.64296267,15.69170032,15.75877081,15.84731278,15.9420434,16.02745658,16.09444171,16.14680062,16.19266227,16.23980104,16.29853574,16.37096096,16.46061919,16.55337339,16.63366164,16.70551561,16.76939492,16.82449522,16.87460192,16.91945894,16.95877737,16.99402147,17.03275879,17.07409304,17.11485604,17.16462129,17.22346761,17.31698399,17.39195633,17.48403751,17.56785456,17.64841066,17.73099477,17.81556155,17.89783145,17.97200303,18.03011089,18.08319787,18.1358485,16.34529037,18.02843726
FJI,22.28549535,23.07482211,23.87564313,24.65517241,25.39042146,26.07137384,26.70569239,27.30662288,27.89589491,28.49091407,29.09693487,29.71067323,30.32879037,30.94625068,31.55966065,32.15763547,32.74542967,33.35221675,34.01959496,34.77038862,35.62972085,36.57350848,37.51455939,38.33420909,38.95243569,39.32939245,39.50328407,39.56852764,39.6619595,39.88111658,40.25577449,40.75155993,41.32599891,41.90842912,42.44652436,42.93793103,43.3968254,43.80487137,44.14307608,44.40191571,44.56584565,44.64646962,44.69775588,44.7922277,44.9817734,45.2879584,45.69304871,46.15982485,46.6320197,47.06896552,47.45955118,47.81587302,48.15079365,48.48418172,48.83136289,49.19321292,49.56223317,38.22428677,48.83625251
FRA,86.64663438,87.87917621,89.12839731,90.30765789,91.35661089,92.24224477,92.98505751,93.64360461,94.30508834,95.02981376,95.84309654,96.71752446,97.59784939,98.40350935,99.07951553,99.60715786,100.0143581,100.3495012,100.6830117,101.0668705,101.5143818,102.0127747,102.5561923,103.1305249,103.7239091,104.3393691,104.9783789,105.6246845,106.2569663,106.8598269,106.9447537,107.4778511,107.9445546,108.347107,108.7392187,109.1249274,109.5116406,109.916043,110.4829701,111.2420946,112.0546527,112.8725197,113.6131324,114.5154748,115.3840623,116.191339,116.9124438,117.5676487,118.1740787,118.7593383,119.3351103,119.914071,120.5329491,121.1126732,121.619057,122.1055854,122.5783763,105.9097783,121.6124385
FRO,25.15401146,25.47994269,25.79799427,26.11318052,26.43266476,26.74355301,27.05444126,27.36389685,27.68338109,27.99641834,28.32163324,28.65974212,29.00143266,29.33739255,29.66117479,29.97707736,30.28295129,30.58237822,30.87464183,31.17048711,31.45916905,31.73853868,32.02005731,32.32234957,32.64541547,33.00644699,33.39613181,33.75143266,34.00143266,34.09312321,33.99498567,33.73997135,33.40974212,33.13037249,32.97994269,32.99283668,33.13108883,33.36676218,33.62249284,33.85243553,34.04441261,34.21848138,34.36532951,34.48638968,34.58810888,34.65830946,34.70487106,34.73137536,34.75429799,34.77793696,34.81948424,34.86103152,34.91905444,34.98710602,35.0752149,35.18409742,35.30802292,31.87415171,35.08213945
GAB,1.956638336,1.978522917,2.003589863,2.032790003,2.0666395,2.105627353,2.149349944,2.196115186,2.243598401,2.290208406,2.335277681,2.379489269,2.424112237,2.470974502,2.52150425,2.576046882,2.6342764,2.696208328,2.761411883,2.829817208,2.901335041,2.976112858,3.054344704,3.136115962,3.22150425,3.310540614,3.403046532,3.498498079,3.596157876,3.695470951,3.796417899,3.899080219,4.003197889,4.108600147,4.2152249,4.32333605,4.433282881,4.545441844,4.660119533,4.777901968,4.898742578,5.023514573,5.154445609,5.294388171,5.445437963,5.607342725,5.779458222,5.962708115,6.158085924,6.365545077,6.586335235,6.818089029,7.052706951,7.279516436,7.490879808,7.683416773,7.859420965,4.011718647,7.484604339
GBR,218.2449469,220.104989,221.7583599,223.2050593,224.6436986,225.8855867,227.1053611,228.2135328,229.1644277,230.0799818,231.0429587,231.8276568,232.2759765,232.4224941,232.4052412,232.3480676,232.2716984,232.2841483,232.4926673,232.7707023,232.8517712,232.7683255,232.8477163,233.2165172,233.746406,234.288414,234.7871285,235.3090853,235.9224197,236.6287191,237.3616211,238.0043897,238.5756789,239.1838342,239.8174265,240.4288431,241.0488736,241.7523292,242.5596908,243.4279089,244.366854,245.4035423,246.5489067,247.9556277,249.6639772,251.5058901,253.4719258,255.4747034,257.4144174,259.4401893,261.4761212,263.3005415,265.0693424,267.0737817,269.2053941,271.134481,272.8982474,240.2890982,269.1378856
GEO,64.79582911,65.78781623,66.76405752,67.71230624,68.6098184,69.3988593,70.08292802,70.7215088,71.38633262,72.07914903,72.8331992,73.57325309,74.22408062,74.87140908,75.42601211,75.97186746,76.49147976,76.93936107,77.50796039,78.16403653,78.80786592,79.47793835,80.17950243,80.86707023,81.57913153,82.30693866,82.98925785,83.81503901,84.0354806,84.01273662,84.60582946,85.26365513,85.92148081,85.0554603,82.82305189,80.76034851,79.28199027,78.50694566,77.898107,77.29976556,76.74166346,76.22729977,75.2475594,74.26781903,73.30557402,72.36082438,71.41607474,70.50631583,69.59655691,68.686798,67.79453445,66.91976626,66.06249344,65.20522062,65.03201652,65.07050632,65.03201652,74.88248947,65.10258115
GHA,30.17728312,31.13942164,32.09735431,33.0196405,33.886565,34.67958161,35.41111013,36.12999912,36.90492661,37.78229322,38.79437901,39.92077437,41.09216402,42.20917641,43.20737892,44.05147227,44.78285137,45.50628021,46.36888899,47.47309484,48.86000264,50.48829217,52.27707216,54.10546717,55.88568164,57.59117518,59.24851015,60.88693856,62.55548036,64.28874044,66.09613255,67.96103542,69.86214292,71.768366,73.65943131,75.52785444,77.38776479,79.26735519,81.20599455,83.23267118,85.35468489,87.56492045,89.86016525,92.23229322,94.67350356,97.1847807,99.76361079,102.3936011,105.0533137,107.7265712,110.4060649,113.0924189,115.7873385,118.495926,121.2218555,123.9638217,126.7189461,68.04008002,121.2272011
GIB,2378.6,2428.4,2484.8,2545.4,2604.1,2661.2,2717.4,2769.4,2815.9,2856,2886.9,2910.4,2927.8,2942.7,2957.8,2974.2,2990.2,3004.9,3017.7,3027.2,3033.4,3038.1,3038.3,3032.5,3020.7,3000.4,2974.4,2946.9,2926.2,2916.4,2921.2,2937.9,2962.3,2989.5,3014.7,3038.2,3059.4,3080.1,3099.1,3118,3137.4,3154.4,3172,3189.6,3208.5,3229.6,3251,3273.2,3295.6,3318.9,3340.5,3362.3,3383.1,3403.8,3422.8,3440.8,3457.1,3019.110526,3422.466667
GIN,14.7877747,15.01979489,15.25925851,15.51220495,15.7814016,16.07060475,16.37427153,16.67422676,16.94612974,17.17308318,17.35243366,17.49182403,17.59873026,17.68494628,17.7621439,17.8316824,17.90039069,17.99256878,18.1388491,18.36196484,18.67891909,19.08922758,19.57714472,20.11697867,20.69333795,21.28356259,21.90087498,22.60655217,23.48466547,24.58527592,25.94143334,27.50625916,29.1520267,30.70279587,32.03309865,33.09682566,33.93288296,34.6056365,35.2180083,35.84790005,36.50960036,37.1860044,37.88803516,38.62212681,39.39339492,40.21417874,41.09037522,42.01181019,42.96159857,43.92874003,44.90953117,45.91188751,46.95024825,48.04455885,49.20858294,50.44735471,51.75474524,28.1543941,49.23349883
GMB,37.22697628,37.89752964,38.4458498,38.98745059,39.61077075,40.33399209,41.14021739,42.04644269,43.06304348,44.19812253,45.47371542,46.89120553,48.40523715,49.95177866,51.48913043,53.0048419,54.52737154,56.10978261,57.82183794,59.72025692,61.79950593,64.05237154,66.52549407,69.27905138,72.34150198,75.74990119,79.45899209,83.30533597,87.06897233,90.59367589,93.82341897,96.81007905,99.64011858,102.4534585,105.358004,108.3703557,111.4791502,114.7177866,118.1245059,121.7237154,125.5429842,129.5799407,133.8136364,138.198913,142.7079051,147.3340909,152.0865613,156.9735178,162.0118577,167.2083992,172.5655138,178.0755929,183.727668,189.5110672,195.4140316,201.4329051,207.5660079,97.06616739,195.452668
GNB,22.16980797,22.40288051,22.63819346,22.9004623,23.20633001,23.55842817,23.94957326,24.37681366,24.83421053,25.31390469,25.82702703,26.36877667,26.89473684,27.34512802,27.68385491,27.88605974,27.9784495,28.04036273,28.1814367,28.47987198,28.96539829,29.61123755,30.37386202,31.18325036,31.98822902,32.77475107,33.55679232,34.34359886,35.15362731,35.99857752,36.88317923,37.79516358,38.71155761,39.59960882,40.43819346,41.21834993,41.95330725,42.67123044,43.41372688,44.21155761,45.07510669,46.00010669,46.9844239,48.0208037,49.10519203,50.23716216,51.42098151,52.66148649,53.96330014,55.33001422,56.76223329,58.25529872,59.79711949,61.37069701,62.96322902,64.56963016,66.19071835,38.06296511,62.96785206
GNQ,9.231622103,9.361497326,9.504385027,9.677611408,9.889340463,10.15572193,10.46131907,10.74342246,10.9173975,10.92745098,10.75458111,10.43083779,10.01857398,9.605204991,9.260142602,8.99087344,8.794188948,8.716042781,8.808484848,9.102495544,9.627914439,10.36067736,11.21122995,12.05297683,12.79486631,13.4054902,13.90991087,14.34317291,14.76427807,15.2173262,15.7085205,16.22631016,16.77754011,17.36684492,17.99896613,18.68089127,19.41661319,20.20224599,21.03165775,21.90099822,22.80791444,23.75782531,24.76331551,25.84017825,26.99882353,28.2430303,29.56602496,30.95964349,32.41037433,33.90745098,35.44705882,37.02648841,38.63622103,40.26467023,41.90335116,43.54688057,45.19390374,18.76531194,41.90496732
GRC,65.15166796,65.54098526,65.78452289,66.02349884,66.33307215,66.82429015,67.37073701,67.81043445,68.05868115,68.21416602,68.51075252,68.95754849,69.27141971,69.52693561,70.18262995,71.28122576,72.21473235,73.15716835,74.0749263,74.80608999,75.47982933,75.94657099,76.38965865,76.77114818,77.06982157,77.32515904,77.58413499,77.86643134,78.27384019,79.10622188,80.06149728,80.67541505,81.15139643,81.55874321,81.94067494,82.30256012,82.70953452,83.16919317,83.48873545,83.83093871,84.2678976,84.5773623,84.77944143,84.98945694,85.23905353,85.49543832,85.71352211,85.94135764,86.16770365,86.27882855,86.1512723,85.68666408,85.06757952,84.50281614,83.94788984,83.5994647,83.47882855,77.50318539,84.01672356
GRD,268.4117647,271.8382353,274.5588235,276.6647059,278.1794118,279.0441176,279.2970588,279.0235294,278.4764706,277.7235294,277.0147059,276.2764706,275.3823529,273.9764706,271.9058824,268.9323529,265.2470588,261.9794118,260.4941176,261.7794118,266.3882353,273.7970588,282.3088235,289.5264706,293.8411765,294.5382353,292.2941176,288.4176471,284.9088235,283.1852941,283.6882353,285.8764706,289.1323529,292.3676471,294.8676471,296.4588235,297.4176471,297.9676471,298.3588235,298.8794118,299.5558824,300.2941176,301.1029412,301.9294118,302.7911765,303.7029412,304.6647059,305.6764706,306.7529412,307.8735294,309.0441176,310.2382353,311.4970588,312.8235294,314.1852941,315.6382353,317.1323529,288.8654283,314.2156863
GRL,0.098624524,0.102429031,0.106526193,0.110038045,0.114720515,0.118525022,0.122622183,0.127011999,0.131401814,0.13579163,0.138132865,0.141352063,0.143400644,0.144863916,0.14515657,0.145449224,0.144571261,0.143985953,0.14515657,0.146912496,0.149253731,0.150717003,0.152472929,0.154228856,0.155692128,0.156570091,0.158326017,0.160374598,0.161837869,0.162715833,0.162423178,0.161837869,0.161545215,0.162423178,0.163301141,0.163593796,0.136435619,0.136679254,0.136679254,0.13692289,0.137288342,0.137919357,0.138299427,0.138655135,0.138713607,0.138321355,0.137787794,0.137234742,0.137222561,0.138640517,0.138603971,0.138409063,0.137612377,0.137154343,0.136713363,0.136888781,0.136852235,0.140930174,0.136918829
GTM,40.46419373,41.65965845,42.88456514,44.14464352,45.44341172,46.78194289,48.15797872,49.56714259,51.00328481,52.4616648,53.94251586,55.44575401,56.96649869,58.49857223,60.03852184,61.58281075,63.13471445,64.70610302,66.31340985,67.96807577,69.67607316,71.43354797,73.23135498,75.05502986,76.89492348,78.74770437,80.61877566,82.5174972,84.45749347,86.44842292,88.49636058,90.59858156,92.74628593,94.92625047,97.13035648,99.35306084,101.6016611,103.8960526,106.2635592,108.7228723,111.2816909,113.931019,116.6524636,119.4188596,122.2100411,125.0187383,127.8488802,130.7051698,133.5965659,136.5287141,139.5009239,142.5070549,145.5413774,148.5961086,151.6650709,154.7449515,157.8341079,89.67654499,151.6687103
GUM,126.0592593,128.8962963,132.0111111,135.2796296,138.5740741,141.8648148,145.1925926,148.55,151.9259259,155.3277778,158.7518519,162.1981481,165.6740741,169.2166667,172.8740741,176.6388889,180.512963,184.5,188.6,192.8388889,197.1944444,201.6777778,206.3,211.0388889,215.8740741,220.8,225.7759259,230.8759259,236.1518519,241.6333333,247.3296296,253.1333333,258.9222222,264.4481481,269.5574074,274.1851852,278.3388889,281.9944444,285.0981481,287.6462963,289.6314815,291.0648148,292.062963,292.7759259,293.337037,293.7925926,294.1759259,294.5092593,294.8722222,295.2666667,295.7,296.2462963,296.9907407,298.087037,299.6240741,301.6592593,304.1277778,229.2524042,299.7901235
